precinct,method,candidate,votes
Franconia 3,Election Day,ROBERT P CASEY JR(DEM),****
Franconia 3,Election Day,DAVE MCCORMICK(REP),****
Franconia 3,Mail-in,ROBERT P CASEY JR(DEM),****
Franconia 3,Mail-in,DAVE MCCORMICK(REP),****
Franconia 3,Provisional,ROBERT P CASEY JR(DEM),****
Franconia 3,Provisional,DAVE MCCORMICK(REP),****
Franconia 3,Total,ROBERT P CASEY JR(DEM),565
Franconia 3,Total,DAVE MCCORMICK(REP),745
Franconia 4,Election Day,ROBERT P CASEY JR(DEM),****
Franconia 4,Election Day,DAVE MCCORMICK(REP),****
Franconia 4,Mail-in,ROBERT P CASEY JR(DEM),****
Franconia 4,Mail-in,DAVE MCCORMICK(REP),****
Franconia 4,Provisional,ROBERT P CASEY JR(DEM),****
Franconia 4,Provisional,DAVE MCCORMICK(REP),****
Franconia 4,Total,ROBERT P CASEY JR(DEM),367
Franconia 4,Total,DAVE MCCORMICK(REP),590
Franconia 5,Election Day,ROBERT P CASEY JR(DEM),****
Franconia 5,Election Day,DAVE MCCORMICK(REP),****
Franconia 5,Mail-in,ROBERT P CASEY JR(DEM),****
Franconia 5,Mail-in,DAVE MCCORMICK(REP),****
Franconia 5,Provisional,ROBERT P CASEY JR(DEM),****
Franconia 5,Provisional,DAVE MCCORMICK(REP),****
Franconia 5,Total,ROBERT P CASEY JR(DEM),451
Franconia 5,Total,DAVE MCCORMICK(REP),535
Franconia 6,Election Day,ROBERT P CASEY JR(DEM),****
Franconia 6,Election Day,DAVE MCCORMICK(REP),****
Franconia 6,Mail-in,ROBERT P CASEY JR(DEM),****
Franconia 6,Mail-in,DAVE MCCORMICK(REP),****
Franconia 6,Provisional,ROBERT P CASEY JR(DEM),****
Franconia 6,Provisional,DAVE MCCORMICK(REP),****
Franconia 6,Total,ROBERT P CASEY JR(DEM),496
Franconia 6,Total,DAVE MCCORMICK(REP),717
Franconia 7,Election Day,ROBERT P CASEY JR(DEM),****
Franconia 7,Election Day,DAVE MCCORMICK(REP),****
Franconia 7,Mail-in,ROBERT P CASEY JR(DEM),****
Franconia 7,Mail-in,DAVE MCCORMICK(REP),****
Franconia 7,Provisional,ROBERT P CASEY JR(DEM),****
Franconia 7,Provisional,DAVE MCCORMICK(REP),****
Franconia 7,Total,ROBERT P CASEY JR(DEM),562
Franconia 7,Total,DAVE MCCORMICK(REP),578
Franconia 8,Election Day,ROBERT P CASEY JR(DEM),****
Franconia 8,Election Day,DAVE MCCORMICK(REP),****
Franconia 8,Mail-in,ROBERT P CASEY JR(DEM),****
Franconia 8,Mail-in,DAVE MCCORMICK(REP),****
Franconia 8,Provisional,ROBERT P CASEY JR(DEM),****
Franconia 8,Provisional,DAVE MCCORMICK(REP),****
Franconia 8,Total,ROBERT P CASEY JR(DEM),421
Franconia 8,Total,DAVE MCCORMICK(REP),453
