precinct,method,candidate,votes
Upper Hanover 2,Election Day,JOHN C THOMAS(LIB),****
Upper Hanover 2,Election Day,LEILA HAZOU(GRE),****
Upper Hanover 2,Election Day,MARTY SELKER(CON),****
Upper Hanover 2,Election Day,UnresolvedWrite-In,****
Upper Hanover 2,Mail-in,JOHN C THOMAS(LIB),****
Upper Hanover 2,Mail-in,LEILA HAZOU(GRE),****
Upper Hanover 2,Mail-in,MARTY SELKER(CON),****
Upper Hanover 2,Mail-in,UnresolvedWrite-In,****
Upper Hanover 2,Provisional,JOHN C THOMAS(LIB),****
Upper Hanover 2,Provisional,LEILA HAZOU(GRE),****
Upper Hanover 2,Provisional,MARTY SELKER(CON),****
Upper Hanover 2,Provisional,UnresolvedWrite-In,****
Upper Hanover 2,Total,JOHN C THOMAS(LIB),12
Upper Hanover 2,Total,LEILA HAZOU(GRE),5
Upper Hanover 2,Total,MARTY SELKER(CON),4
Upper Hanover 2,Total,UnresolvedWrite-In,0
Upper Hanover 3,Election Day,JOHN C THOMAS(LIB),****
Upper Hanover 3,Election Day,LEILA HAZOU(GRE),****
Upper Hanover 3,Election Day,MARTY SELKER(CON),****
Upper Hanover 3,Election Day,UnresolvedWrite-In,****
Upper Hanover 3,Mail-in,JOHN C THOMAS(LIB),****
Upper Hanover 3,Mail-in,LEILA HAZOU(GRE),****
Upper Hanover 3,Mail-in,MARTY SELKER(CON),****
Upper Hanover 3,Mail-in,UnresolvedWrite-In,****
Upper Hanover 3,Provisional,JOHN C THOMAS(LIB),****
Upper Hanover 3,Provisional,LEILA HAZOU(GRE),****
Upper Hanover 3,Provisional,MARTY SELKER(CON),****
Upper Hanover 3,Provisional,UnresolvedWrite-In,****
Upper Hanover 3,Total,JOHN C THOMAS(LIB),18
Upper Hanover 3,Total,LEILA HAZOU(GRE),9
Upper Hanover 3,Total,MARTY SELKER(CON),5
Upper Hanover 3,Total,UnresolvedWrite-In,1
Upper Merion Belmont 1,Election Day,JOHN C THOMAS(LIB),****
Upper Merion Belmont 1,Election Day,LEILA HAZOU(GRE),****
Upper Merion Belmont 1,Election Day,MARTY SELKER(CON),****
Upper Merion Belmont 1,Election Day,UnresolvedWrite-In,****
Upper Merion Belmont 1,Mail-in,JOHN C THOMAS(LIB),****
Upper Merion Belmont 1,Mail-in,LEILA HAZOU(GRE),****
Upper Merion Belmont 1,Mail-in,MARTY SELKER(CON),****
Upper Merion Belmont 1,Mail-in,UnresolvedWrite-In,****
Upper Merion Belmont 1,Provisional,JOHN C THOMAS(LIB),****
Upper Merion Belmont 1,Provisional,LEILA HAZOU(GRE),****
Upper Merion Belmont 1,Provisional,MARTY SELKER(CON),****
Upper Merion Belmont 1,Provisional,UnresolvedWrite-In,****
Upper Merion Belmont 1,Total,JOHN C THOMAS(LIB),4
Upper Merion Belmont 1,Total,LEILA HAZOU(GRE),6
Upper Merion Belmont 1,Total,MARTY SELKER(CON),0
Upper Merion Belmont 1,Total,UnresolvedWrite-In,0
Upper Merion Belmont 2,Election Day,JOHN C THOMAS(LIB),13
Upper Merion Belmont 2,Election Day,LEILA HAZOU(GRE),12
Upper Merion Belmont 2,Election Day,MARTY SELKER(CON),3
Upper Merion Belmont 2,Election Day,UnresolvedWrite-In,2
Upper Merion Belmont 2,Mail-in,JOHN C THOMAS(LIB),6
Upper Merion Belmont 2,Mail-in,LEILA HAZOU(GRE),4
Upper Merion Belmont 2,Mail-in,MARTY SELKER(CON),1
Upper Merion Belmont 2,Mail-in,UnresolvedWrite-In,1
Upper Merion Belmont 2,Provisional,JOHN C THOMAS(LIB),0
Upper Merion Belmont 2,Provisional,LEILA HAZOU(GRE),1
Upper Merion Belmont 2,Provisional,MARTY SELKER(CON),0
Upper Merion Belmont 2,Provisional,UnresolvedWrite-In,0
Upper Merion Belmont 2,Total,JOHN C THOMAS(LIB),19
Upper Merion Belmont 2,Total,LEILA HAZOU(GRE),17
Upper Merion Belmont 2,Total,MARTY SELKER(CON),4
Upper Merion Belmont 2,Total,UnresolvedWrite-In,3
Upper Merion Belmont 3,Election Day,JOHN C THOMAS(LIB),13
Upper Merion Belmont 3,Election Day,LEILA HAZOU(GRE),13
Upper Merion Belmont 3,Election Day,MARTY SELKER(CON),2
Upper Merion Belmont 3,Election Day,UnresolvedWrite-In,0
Upper Merion Belmont 3,Mail-in,JOHN C THOMAS(LIB),2
Upper Merion Belmont 3,Mail-in,LEILA HAZOU(GRE),6
Upper Merion Belmont 3,Mail-in,MARTY SELKER(CON),2
Upper Merion Belmont 3,Mail-in,UnresolvedWrite-In,1
Upper Merion Belmont 3,Provisional,JOHN C THOMAS(LIB),0
Upper Merion Belmont 3,Provisional,LEILA HAZOU(GRE),0
Upper Merion Belmont 3,Provisional,MARTY SELKER(CON),0
Upper Merion Belmont 3,Provisional,UnresolvedWrite-In,0
Upper Merion Belmont 3,Total,JOHN C THOMAS(LIB),15
Upper Merion Belmont 3,Total,LEILA HAZOU(GRE),19
Upper Merion Belmont 3,Total,MARTY SELKER(CON),4
Upper Merion Belmont 3,Total,UnresolvedWrite-In,1
Upper Merion Belmont 4,Election Day,JOHN C THOMAS(LIB),9
Upper Merion Belmont 4,Election Day,LEILA HAZOU(GRE),11
Upper Merion Belmont 4,Election Day,MARTY SELKER(CON),3
Upper Merion Belmont 4,Election Day,UnresolvedWrite-In,1
Upper Merion Belmont 4,Mail-in,JOHN C THOMAS(LIB),4
Upper Merion Belmont 4,Mail-in,LEILA HAZOU(GRE),18
Upper Merion Belmont 4,Mail-in,MARTY SELKER(CON),3
Upper Merion Belmont 4,Mail-in,UnresolvedWrite-In,0
Upper Merion Belmont 4,Provisional,JOHN C THOMAS(LIB),0
