precinct,method,candidate,votes
West Norriton 3-1,Election Day,ROBERT P CASEY JR(DEM),710
West Norriton 3-1,Election Day,DAVE MCCORMICK(REP),451
West Norriton 3-1,Mail-in,ROBERT P CASEY JR(DEM),553
West Norriton 3-1,Mail-in,DAVE MCCORMICK(REP),159
West Norriton 3-1,Provisional,ROBERT P CASEY JR(DEM),16
West Norriton 3-1,Provisional,DAVE MCCORMICK(REP),4
West Norriton 3-1,Total,ROBERT P CASEY JR(DEM),"1,279"
West Norriton 3-1,Total,DAVE MCCORMICK(REP),614
West Norriton 3-2,Election Day,ROBERT P CASEY JR(DEM),****
West Norriton 3-2,Election Day,DAVE MCCORMICK(REP),****
West Norriton 3-2,Mail-in,ROBERT P CASEY JR(DEM),****
West Norriton 3-2,Mail-in,DAVE MCCORMICK(REP),****
West Norriton 3-2,Provisional,ROBERT P CASEY JR(DEM),****
West Norriton 3-2,Provisional,DAVE MCCORMICK(REP),****
West Norriton 3-2,Total,ROBERT P CASEY JR(DEM),614
West Norriton 3-2,Total,DAVE MCCORMICK(REP),371
West Norriton 4-1,Election Day,ROBERT P CASEY JR(DEM),****
West Norriton 4-1,Election Day,DAVE MCCORMICK(REP),****
West Norriton 4-1,Mail-in,ROBERT P CASEY JR(DEM),****
West Norriton 4-1,Mail-in,DAVE MCCORMICK(REP),****
West Norriton 4-1,Provisional,ROBERT P CASEY JR(DEM),****
West Norriton 4-1,Provisional,DAVE MCCORMICK(REP),****
West Norriton 4-1,Total,ROBERT P CASEY JR(DEM),777
West Norriton 4-1,Total,DAVE MCCORMICK(REP),444
West Norriton 4-2,Election Day,ROBERT P CASEY JR(DEM),557
West Norriton 4-2,Election Day,DAVE MCCORMICK(REP),264
West Norriton 4-2,Mail-in,ROBERT P CASEY JR(DEM),231
West Norriton 4-2,Mail-in,DAVE MCCORMICK(REP),40
West Norriton 4-2,Provisional,ROBERT P CASEY JR(DEM),0
West Norriton 4-2,Provisional,DAVE MCCORMICK(REP),0
West Norriton 4-2,Total,ROBERT P CASEY JR(DEM),788
West Norriton 4-2,Total,DAVE MCCORMICK(REP),304
West Pottsgrove,Election Day,ROBERT P CASEY JR(DEM),648
West Pottsgrove,Election Day,DAVE MCCORMICK(REP),757
West Pottsgrove,Mail-in,ROBERT P CASEY JR(DEM),272
West Pottsgrove,Mail-in,DAVE MCCORMICK(REP),124
West Pottsgrove,Provisional,ROBERT P CASEY JR(DEM),0
West Pottsgrove,Provisional,DAVE MCCORMICK(REP),0
West Pottsgrove,Total,ROBERT P CASEY JR(DEM),920
West Pottsgrove,Total,DAVE MCCORMICK(REP),881
Whitemarsh East 1,Election Day,ROBERT P CASEY JR(DEM),****
Whitemarsh East 1,Election Day,DAVE MCCORMICK(REP),****
Whitemarsh East 1,Mail-in,ROBERT P CASEY JR(DEM),****
Whitemarsh East 1,Mail-in,DAVE MCCORMICK(REP),****
Whitemarsh East 1,Provisional,ROBERT P CASEY JR(DEM),****
Whitemarsh East 1,Provisional,DAVE MCCORMICK(REP),****
Whitemarsh East 1,Total,ROBERT P CASEY JR(DEM),805
Whitemarsh East 1,Total,DAVE MCCORMICK(REP),555
