precinct,method,candidate,votes
Upper Dublin 2-2,Election Day,JOHN C THOMAS(LIB),****
Upper Dublin 2-2,Election Day,LEILA HAZOU(GRE),****
Upper Dublin 2-2,Election Day,MARTY SELKER(CON),****
Upper Dublin 2-2,Election Day,UnresolvedWrite-In,****
Upper Dublin 2-2,Mail-in,JOHN C THOMAS(LIB),****
Upper Dublin 2-2,Mail-in,LEILA HAZOU(GRE),****
Upper Dublin 2-2,Mail-in,MARTY SELKER(CON),****
Upper Dublin 2-2,Mail-in,UnresolvedWrite-In,****
Upper Dublin 2-2,Provisional,JOHN C THOMAS(LIB),****
Upper Dublin 2-2,Provisional,LEILA HAZOU(GRE),****
Upper Dublin 2-2,Provisional,MARTY SELKER(CON),****
Upper Dublin 2-2,Provisional,UnresolvedWrite-In,****
Upper Dublin 2-2,Total,JOHN C THOMAS(LIB),3
Upper Dublin 2-2,Total,LEILA HAZOU(GRE),8
Upper Dublin 2-2,Total,MARTY SELKER(CON),0
Upper Dublin 2-2,Total,UnresolvedWrite-In,0
Upper Dublin 2-3,Election Day,JOHN C THOMAS(LIB),****
Upper Dublin 2-3,Election Day,LEILA HAZOU(GRE),****
Upper Dublin 2-3,Election Day,MARTY SELKER(CON),****
Upper Dublin 2-3,Election Day,UnresolvedWrite-In,****
Upper Dublin 2-3,Mail-in,JOHN C THOMAS(LIB),****
Upper Dublin 2-3,Mail-in,LEILA HAZOU(GRE),****
Upper Dublin 2-3,Mail-in,MARTY SELKER(CON),****
Upper Dublin 2-3,Mail-in,UnresolvedWrite-In,****
Upper Dublin 2-3,Provisional,JOHN C THOMAS(LIB),****
Upper Dublin 2-3,Provisional,LEILA HAZOU(GRE),****
Upper Dublin 2-3,Provisional,MARTY SELKER(CON),****
Upper Dublin 2-3,Provisional,UnresolvedWrite-In,****
Upper Dublin 2-3,Total,JOHN C THOMAS(LIB),8
Upper Dublin 2-3,Total,LEILA HAZOU(GRE),10
Upper Dublin 2-3,Total,MARTY SELKER(CON),0
Upper Dublin 2-3,Total,UnresolvedWrite-In,1
Upper Dublin 3-1,Election Day,JOHN C THOMAS(LIB),6
Upper Dublin 3-1,Election Day,LEILA HAZOU(GRE),5
Upper Dublin 3-1,Election Day,MARTY SELKER(CON),0
Upper Dublin 3-1,Election Day,UnresolvedWrite-In,1
Upper Dublin 3-1,Mail-in,JOHN C THOMAS(LIB),7
Upper Dublin 3-1,Mail-in,LEILA HAZOU(GRE),1
Upper Dublin 3-1,Mail-in,MARTY SELKER(CON),1
Upper Dublin 3-1,Mail-in,UnresolvedWrite-In,0
Upper Dublin 3-1,Provisional,JOHN C THOMAS(LIB),0
Upper Dublin 3-1,Provisional,LEILA HAZOU(GRE),0
Upper Dublin 3-1,Provisional,MARTY SELKER(CON),0
Upper Dublin 3-1,Provisional,UnresolvedWrite-In,0
Upper Dublin 3-1,Total,JOHN C THOMAS(LIB),13
Upper Dublin 3-1,Total,LEILA HAZOU(GRE),6
Upper Dublin 3-1,Total,MARTY SELKER(CON),1
Upper Dublin 3-1,Total,UnresolvedWrite-In,1
Upper Dublin 3-2,Election Day,JOHN C THOMAS(LIB),****
Upper Dublin 3-2,Election Day,LEILA HAZOU(GRE),****
Upper Dublin 3-2,Election Day,MARTY SELKER(CON),****
Upper Dublin 3-2,Election Day,UnresolvedWrite-In,****
Upper Dublin 3-2,Mail-in,JOHN C THOMAS(LIB),****
Upper Dublin 3-2,Mail-in,LEILA HAZOU(GRE),****
Upper Dublin 3-2,Mail-in,MARTY SELKER(CON),****
Upper Dublin 3-2,Mail-in,UnresolvedWrite-In,****
Upper Dublin 3-2,Provisional,JOHN C THOMAS(LIB),****
Upper Dublin 3-2,Provisional,LEILA HAZOU(GRE),****
Upper Dublin 3-2,Provisional,MARTY SELKER(CON),****
Upper Dublin 3-2,Provisional,UnresolvedWrite-In,****
Upper Dublin 3-2,Total,JOHN C THOMAS(LIB),7
Upper Dublin 3-2,Total,LEILA HAZOU(GRE),9
Upper Dublin 3-2,Total,MARTY SELKER(CON),2
Upper Dublin 3-2,Total,UnresolvedWrite-In,1
Upper Dublin 4-1,Election Day,JOHN C THOMAS(LIB),****
Upper Dublin 4-1,Election Day,LEILA HAZOU(GRE),****
Upper Dublin 4-1,Election Day,MARTY SELKER(CON),****
Upper Dublin 4-1,Election Day,UnresolvedWrite-In,****
Upper Dublin 4-1,Mail-in,JOHN C THOMAS(LIB),****
Upper Dublin 4-1,Mail-in,LEILA HAZOU(GRE),****
Upper Dublin 4-1,Mail-in,MARTY SELKER(CON),****
Upper Dublin 4-1,Mail-in,UnresolvedWrite-In,****
Upper Dublin 4-1,Provisional,JOHN C THOMAS(LIB),****
Upper Dublin 4-1,Provisional,LEILA HAZOU(GRE),****
Upper Dublin 4-1,Provisional,MARTY SELKER(CON),****
Upper Dublin 4-1,Provisional,UnresolvedWrite-In,****
Upper Dublin 4-1,Total,JOHN C THOMAS(LIB),2
Upper Dublin 4-1,Total,LEILA HAZOU(GRE),2
Upper Dublin 4-1,Total,MARTY SELKER(CON),1
Upper Dublin 4-1,Total,UnresolvedWrite-In,0
Upper Dublin 4-2,Election Day,JOHN C THOMAS(LIB),6
Upper Dublin 4-2,Election Day,LEILA HAZOU(GRE),6
Upper Dublin 4-2,Election Day,MARTY SELKER(CON),0
Upper Dublin 4-2,Election Day,UnresolvedWrite-In,1
Upper Dublin 4-2,Mail-in,JOHN C THOMAS(LIB),2
Upper Dublin 4-2,Mail-in,LEILA HAZOU(GRE),1
Upper Dublin 4-2,Mail-in,MARTY SELKER(CON),0
Upper Dublin 4-2,Mail-in,UnresolvedWrite-In,0
Upper Dublin 4-2,Provisional,JOHN C THOMAS(LIB),0
Upper Dublin 4-2,Provisional,LEILA HAZOU(GRE),0
Upper Dublin 4-2,Provisional,MARTY SELKER(CON),0
Upper Dublin 4-2,Provisional,UnresolvedWrite-In,0
Upper Dublin 4-2,Total,JOHN C THOMAS(LIB),8
Upper Dublin 4-2,Total,LEILA HAZOU(GRE),7
Upper Dublin 4-2,Total,MARTY SELKER(CON),0
Upper Dublin 4-2,Total,UnresolvedWrite-In,1
