precinct,method,candidate,votes
Cheltenham 5-1,Election Day,ROBERT P CASEY JR(DEM),439
Cheltenham 5-1,Election Day,DAVE MCCORMICK(REP),63
Cheltenham 5-1,Mail-in,ROBERT P CASEY JR(DEM),228
Cheltenham 5-1,Mail-in,DAVE MCCORMICK(REP),20
Cheltenham 5-1,Provisional,ROBERT P CASEY JR(DEM),8
Cheltenham 5-1,Provisional,DAVE MCCORMICK(REP),2
Cheltenham 5-1,Total,ROBERT P CASEY JR(DEM),675
Cheltenham 5-1,Total,DAVE MCCORMICK(REP),85
Cheltenham 5-2,Election Day,ROBERT P CASEY JR(DEM),****
Cheltenham 5-2,Election Day,DAVE MCCORMICK(REP),****
Cheltenham 5-2,Mail-in,ROBERT P CASEY JR(DEM),****
Cheltenham 5-2,Mail-in,DAVE MCCORMICK(REP),****
Cheltenham 5-2,Provisional,ROBERT P CASEY JR(DEM),****
Cheltenham 5-2,Provisional,DAVE MCCORMICK(REP),****
Cheltenham 5-2,Total,ROBERT P CASEY JR(DEM),619
Cheltenham 5-2,Total,DAVE MCCORMICK(REP),87
Cheltenham 5-3,Election Day,ROBERT P CASEY JR(DEM),****
Cheltenham 5-3,Election Day,DAVE MCCORMICK(REP),****
Cheltenham 5-3,Mail-in,ROBERT P CASEY JR(DEM),****
Cheltenham 5-3,Mail-in,DAVE MCCORMICK(REP),****
Cheltenham 5-3,Provisional,ROBERT P CASEY JR(DEM),****
Cheltenham 5-3,Provisional,DAVE MCCORMICK(REP),****
Cheltenham 5-3,Total,ROBERT P CASEY JR(DEM),611
Cheltenham 5-3,Total,DAVE MCCORMICK(REP),91
Cheltenham 5-4,Election Day,ROBERT P CASEY JR(DEM),****
Cheltenham 5-4,Election Day,DAVE MCCORMICK(REP),****
Cheltenham 5-4,Mail-in,ROBERT P CASEY JR(DEM),****
Cheltenham 5-4,Mail-in,DAVE MCCORMICK(REP),****
Cheltenham 5-4,Provisional,ROBERT P CASEY JR(DEM),****
Cheltenham 5-4,Provisional,DAVE MCCORMICK(REP),****
Cheltenham 5-4,Total,ROBERT P CASEY JR(DEM),697
Cheltenham 5-4,Total,DAVE MCCORMICK(REP),138
Cheltenham 6-1,Election Day,ROBERT P CASEY JR(DEM),659
Cheltenham 6-1,Election Day,DAVE MCCORMICK(REP),200
Cheltenham 6-1,Mail-in,ROBERT P CASEY JR(DEM),561
Cheltenham 6-1,Mail-in,DAVE MCCORMICK(REP),74
Cheltenham 6-1,Provisional,ROBERT P CASEY JR(DEM),14
Cheltenham 6-1,Provisional,DAVE MCCORMICK(REP),4
Cheltenham 6-1,Total,ROBERT P CASEY JR(DEM),"1,234"
Cheltenham 6-1,Total,DAVE MCCORMICK(REP),278
Cheltenham 6-2,Election Day,ROBERT P CASEY JR(DEM),****
Cheltenham 6-2,Election Day,DAVE MCCORMICK(REP),****
Cheltenham 6-2,Mail-in,ROBERT P CASEY JR(DEM),****
Cheltenham 6-2,Mail-in,DAVE MCCORMICK(REP),****
Cheltenham 6-2,Provisional,ROBERT P CASEY JR(DEM),****
Cheltenham 6-2,Provisional,DAVE MCCORMICK(REP),****
Cheltenham 6-2,Total,ROBERT P CASEY JR(DEM),893
Cheltenham 6-2,Total,DAVE MCCORMICK(REP),118
