precinct,method,candidate,votes
Norristown 3-2,Election Day,ROBERT P CASEY JR(DEM),425
Norristown 3-2,Election Day,DAVE MCCORMICK(REP),72
Norristown 3-2,Mail-in,ROBERT P CASEY JR(DEM),139
Norristown 3-2,Mail-in,DAVE MCCORMICK(REP),17
Norristown 3-2,Provisional,ROBERT P CASEY JR(DEM),0
Norristown 3-2,Provisional,DAVE MCCORMICK(REP),0
Norristown 3-2,Total,ROBERT P CASEY JR(DEM),564
Norristown 3-2,Total,DAVE MCCORMICK(REP),89
Norristown 3-3,Election Day,ROBERT P CASEY JR(DEM),****
Norristown 3-3,Election Day,DAVE MCCORMICK(REP),****
Norristown 3-3,Mail-in,ROBERT P CASEY JR(DEM),****
Norristown 3-3,Mail-in,DAVE MCCORMICK(REP),****
Norristown 3-3,Provisional,ROBERT P CASEY JR(DEM),****
Norristown 3-3,Provisional,DAVE MCCORMICK(REP),****
Norristown 3-3,Total,ROBERT P CASEY JR(DEM),922
Norristown 3-3,Total,DAVE MCCORMICK(REP),236
Norristown 4-1,Election Day,ROBERT P CASEY JR(DEM),583
Norristown 4-1,Election Day,DAVE MCCORMICK(REP),162
Norristown 4-1,Mail-in,ROBERT P CASEY JR(DEM),218
Norristown 4-1,Mail-in,DAVE MCCORMICK(REP),54
Norristown 4-1,Provisional,ROBERT P CASEY JR(DEM),18
Norristown 4-1,Provisional,DAVE MCCORMICK(REP),3
Norristown 4-1,Total,ROBERT P CASEY JR(DEM),819
Norristown 4-1,Total,DAVE MCCORMICK(REP),219
Norristown 4-2,Election Day,ROBERT P CASEY JR(DEM),620
Norristown 4-2,Election Day,DAVE MCCORMICK(REP),142
Norristown 4-2,Mail-in,ROBERT P CASEY JR(DEM),302
Norristown 4-2,Mail-in,DAVE MCCORMICK(REP),52
Norristown 4-2,Provisional,ROBERT P CASEY JR(DEM),11
Norristown 4-2,Provisional,DAVE MCCORMICK(REP),2
Norristown 4-2,Total,ROBERT P CASEY JR(DEM),933
Norristown 4-2,Total,DAVE MCCORMICK(REP),196
Norristown 4-3,Election Day,ROBERT P CASEY JR(DEM),566
Norristown 4-3,Election Day,DAVE MCCORMICK(REP),252
Norristown 4-3,Mail-in,ROBERT P CASEY JR(DEM),294
Norristown 4-3,Mail-in,DAVE MCCORMICK(REP),58
Norristown 4-3,Provisional,ROBERT P CASEY JR(DEM),0
Norristown 4-3,Provisional,DAVE MCCORMICK(REP),0
Norristown 4-3,Total,ROBERT P CASEY JR(DEM),860
Norristown 4-3,Total,DAVE MCCORMICK(REP),310
North Wales 1,Election Day,ROBERT P CASEY JR(DEM),****
North Wales 1,Election Day,DAVE MCCORMICK(REP),****
North Wales 1,Mail-in,ROBERT P CASEY JR(DEM),****
North Wales 1,Mail-in,DAVE MCCORMICK(REP),****
North Wales 1,Provisional,ROBERT P CASEY JR(DEM),****
North Wales 1,Provisional,DAVE MCCORMICK(REP),****
North Wales 1,Total,ROBERT P CASEY JR(DEM),352
North Wales 1,Total,DAVE MCCORMICK(REP),255
