precinct,method,candidate,votes
Upper Dublin 2-2,Election Day,ROBERT P CASEY JR(DEM),****
Upper Dublin 2-2,Election Day,DAVE MCCORMICK(REP),****
Upper Dublin 2-2,Mail-in,ROBERT P CASEY JR(DEM),****
Upper Dublin 2-2,Mail-in,DAVE MCCORMICK(REP),****
Upper Dublin 2-2,Provisional,ROBERT P CASEY JR(DEM),****
Upper Dublin 2-2,Provisional,DAVE MCCORMICK(REP),****
Upper Dublin 2-2,Total,ROBERT P CASEY JR(DEM),460
Upper Dublin 2-2,Total,DAVE MCCORMICK(REP),221
Upper Dublin 2-3,Election Day,ROBERT P CASEY JR(DEM),****
Upper Dublin 2-3,Election Day,DAVE MCCORMICK(REP),****
Upper Dublin 2-3,Mail-in,ROBERT P CASEY JR(DEM),****
Upper Dublin 2-3,Mail-in,DAVE MCCORMICK(REP),****
Upper Dublin 2-3,Provisional,ROBERT P CASEY JR(DEM),****
Upper Dublin 2-3,Provisional,DAVE MCCORMICK(REP),****
Upper Dublin 2-3,Total,ROBERT P CASEY JR(DEM),761
Upper Dublin 2-3,Total,DAVE MCCORMICK(REP),307
Upper Dublin 3-1,Election Day,ROBERT P CASEY JR(DEM),739
Upper Dublin 3-1,Election Day,DAVE MCCORMICK(REP),432
Upper Dublin 3-1,Mail-in,ROBERT P CASEY JR(DEM),684
Upper Dublin 3-1,Mail-in,DAVE MCCORMICK(REP),178
Upper Dublin 3-1,Provisional,ROBERT P CASEY JR(DEM),8
Upper Dublin 3-1,Provisional,DAVE MCCORMICK(REP),6
Upper Dublin 3-1,Total,ROBERT P CASEY JR(DEM),"1,431"
Upper Dublin 3-1,Total,DAVE MCCORMICK(REP),616
Upper Dublin 3-2,Election Day,ROBERT P CASEY JR(DEM),****
Upper Dublin 3-2,Election Day,DAVE MCCORMICK(REP),****
Upper Dublin 3-2,Mail-in,ROBERT P CASEY JR(DEM),****
Upper Dublin 3-2,Mail-in,DAVE MCCORMICK(REP),****
Upper Dublin 3-2,Provisional,ROBERT P CASEY JR(DEM),****
Upper Dublin 3-2,Provisional,DAVE MCCORMICK(REP),****
Upper Dublin 3-2,Total,ROBERT P CASEY JR(DEM),643
Upper Dublin 3-2,Total,DAVE MCCORMICK(REP),431
Upper Dublin 4-1,Election Day,ROBERT P CASEY JR(DEM),****
Upper Dublin 4-1,Election Day,DAVE MCCORMICK(REP),****
Upper Dublin 4-1,Mail-in,ROBERT P CASEY JR(DEM),****
Upper Dublin 4-1,Mail-in,DAVE MCCORMICK(REP),****
Upper Dublin 4-1,Provisional,ROBERT P CASEY JR(DEM),****
Upper Dublin 4-1,Provisional,DAVE MCCORMICK(REP),****
Upper Dublin 4-1,Total,ROBERT P CASEY JR(DEM),456
Upper Dublin 4-1,Total,DAVE MCCORMICK(REP),299
Upper Dublin 4-2,Election Day,ROBERT P CASEY JR(DEM),529
Upper Dublin 4-2,Election Day,DAVE MCCORMICK(REP),189
Upper Dublin 4-2,Mail-in,ROBERT P CASEY JR(DEM),205
Upper Dublin 4-2,Mail-in,DAVE MCCORMICK(REP),56
Upper Dublin 4-2,Provisional,ROBERT P CASEY JR(DEM),15
Upper Dublin 4-2,Provisional,DAVE MCCORMICK(REP),3
Upper Dublin 4-2,Total,ROBERT P CASEY JR(DEM),749
Upper Dublin 4-2,Total,DAVE MCCORMICK(REP),248
