precinct,method,candidate,votes
Whitemarsh East 2,Election Day,ROBERT P CASEY JR(DEM),****
Whitemarsh East 2,Election Day,DAVE MCCORMICK(REP),****
Whitemarsh East 2,Mail-in,ROBERT P CASEY JR(DEM),****
Whitemarsh East 2,Mail-in,DAVE MCCORMICK(REP),****
Whitemarsh East 2,Provisional,ROBERT P CASEY JR(DEM),****
Whitemarsh East 2,Provisional,DAVE MCCORMICK(REP),****
Whitemarsh East 2,Total,ROBERT P CASEY JR(DEM),696
Whitemarsh East 2,Total,DAVE MCCORMICK(REP),661
Whitemarsh Middle 1,Election Day,ROBERT P CASEY JR(DEM),514
Whitemarsh Middle 1,Election Day,DAVE MCCORMICK(REP),461
Whitemarsh Middle 1,Mail-in,ROBERT P CASEY JR(DEM),264
Whitemarsh Middle 1,Mail-in,DAVE MCCORMICK(REP),79
Whitemarsh Middle 1,Provisional,ROBERT P CASEY JR(DEM),8
Whitemarsh Middle 1,Provisional,DAVE MCCORMICK(REP),2
Whitemarsh Middle 1,Total,ROBERT P CASEY JR(DEM),786
Whitemarsh Middle 1,Total,DAVE MCCORMICK(REP),542
Whitemarsh Middle 2,Election Day,ROBERT P CASEY JR(DEM),302
Whitemarsh Middle 2,Election Day,DAVE MCCORMICK(REP),232
Whitemarsh Middle 2,Mail-in,ROBERT P CASEY JR(DEM),125
Whitemarsh Middle 2,Mail-in,DAVE MCCORMICK(REP),40
Whitemarsh Middle 2,Provisional,ROBERT P CASEY JR(DEM),0
Whitemarsh Middle 2,Provisional,DAVE MCCORMICK(REP),0
Whitemarsh Middle 2,Total,ROBERT P CASEY JR(DEM),427
Whitemarsh Middle 2,Total,DAVE MCCORMICK(REP),272
Whitemarsh Middle 3,Election Day,ROBERT P CASEY JR(DEM),****
Whitemarsh Middle 3,Election Day,DAVE MCCORMICK(REP),****
Whitemarsh Middle 3,Mail-in,ROBERT P CASEY JR(DEM),****
Whitemarsh Middle 3,Mail-in,DAVE MCCORMICK(REP),****
Whitemarsh Middle 3,Provisional,ROBERT P CASEY JR(DEM),****
Whitemarsh Middle 3,Provisional,DAVE MCCORMICK(REP),****
Whitemarsh Middle 3,Total,ROBERT P CASEY JR(DEM),979
Whitemarsh Middle 3,Total,DAVE MCCORMICK(REP),493
Whitemarsh Middle 4,Election Day,ROBERT P CASEY JR(DEM),****
Whitemarsh Middle 4,Election Day,DAVE MCCORMICK(REP),****
Whitemarsh Middle 4,Mail-in,ROBERT P CASEY JR(DEM),****
Whitemarsh Middle 4,Mail-in,DAVE MCCORMICK(REP),****
Whitemarsh Middle 4,Provisional,ROBERT P CASEY JR(DEM),****
Whitemarsh Middle 4,Provisional,DAVE MCCORMICK(REP),****
Whitemarsh Middle 4,Total,ROBERT P CASEY JR(DEM),981
Whitemarsh Middle 4,Total,DAVE MCCORMICK(REP),470
Whitemarsh Middle 5,Election Day,ROBERT P CASEY JR(DEM),****
Whitemarsh Middle 5,Election Day,DAVE MCCORMICK(REP),****
Whitemarsh Middle 5,Mail-in,ROBERT P CASEY JR(DEM),****
Whitemarsh Middle 5,Mail-in,DAVE MCCORMICK(REP),****
Whitemarsh Middle 5,Provisional,ROBERT P CASEY JR(DEM),****
Whitemarsh Middle 5,Provisional,DAVE MCCORMICK(REP),****
Whitemarsh Middle 5,Total,ROBERT P CASEY JR(DEM),496
Whitemarsh Middle 5,Total,DAVE MCCORMICK(REP),372
