precinct,method,candidate,votes
Hatfield 1-1,Election Day,ROBERT P CASEY JR(DEM),307
Hatfield 1-1,Election Day,DAVE MCCORMICK(REP),282
Hatfield 1-1,Mail-in,ROBERT P CASEY JR(DEM),215
Hatfield 1-1,Mail-in,DAVE MCCORMICK(REP),73
Hatfield 1-1,Provisional,ROBERT P CASEY JR(DEM),7
Hatfield 1-1,Provisional,DAVE MCCORMICK(REP),7
Hatfield 1-1,Total,ROBERT P CASEY JR(DEM),529
Hatfield 1-1,Total,DAVE MCCORMICK(REP),362
Hatfield 1-2,Election Day,ROBERT P CASEY JR(DEM),405
Hatfield 1-2,Election Day,DAVE MCCORMICK(REP),533
Hatfield 1-2,Mail-in,ROBERT P CASEY JR(DEM),251
Hatfield 1-2,Mail-in,DAVE MCCORMICK(REP),112
Hatfield 1-2,Provisional,ROBERT P CASEY JR(DEM),8
Hatfield 1-2,Provisional,DAVE MCCORMICK(REP),4
Hatfield 1-2,Total,ROBERT P CASEY JR(DEM),664
Hatfield 1-2,Total,DAVE MCCORMICK(REP),649
Hatfield 2-1,Election Day,ROBERT P CASEY JR(DEM),246
Hatfield 2-1,Election Day,DAVE MCCORMICK(REP),247
Hatfield 2-1,Mail-in,ROBERT P CASEY JR(DEM),135
Hatfield 2-1,Mail-in,DAVE MCCORMICK(REP),46
Hatfield 2-1,Provisional,ROBERT P CASEY JR(DEM),9
Hatfield 2-1,Provisional,DAVE MCCORMICK(REP),3
Hatfield 2-1,Total,ROBERT P CASEY JR(DEM),390
Hatfield 2-1,Total,DAVE MCCORMICK(REP),296
Hatfield 2-2,Election Day,ROBERT P CASEY JR(DEM),****
Hatfield 2-2,Election Day,DAVE MCCORMICK(REP),****
Hatfield 2-2,Mail-in,ROBERT P CASEY JR(DEM),****
Hatfield 2-2,Mail-in,DAVE MCCORMICK(REP),****
Hatfield 2-2,Provisional,ROBERT P CASEY JR(DEM),****
Hatfield 2-2,Provisional,DAVE MCCORMICK(REP),****
Hatfield 2-2,Total,ROBERT P CASEY JR(DEM),282
Hatfield 2-2,Total,DAVE MCCORMICK(REP),233
Hatfield 3-1,Election Day,ROBERT P CASEY JR(DEM),453
Hatfield 3-1,Election Day,DAVE MCCORMICK(REP),507
Hatfield 3-1,Mail-in,ROBERT P CASEY JR(DEM),258
Hatfield 3-1,Mail-in,DAVE MCCORMICK(REP),127
Hatfield 3-1,Provisional,ROBERT P CASEY JR(DEM),18
Hatfield 3-1,Provisional,DAVE MCCORMICK(REP),10
Hatfield 3-1,Total,ROBERT P CASEY JR(DEM),729
Hatfield 3-1,Total,DAVE MCCORMICK(REP),644
Hatfield 3-2,Election Day,ROBERT P CASEY JR(DEM),433
Hatfield 3-2,Election Day,DAVE MCCORMICK(REP),549
Hatfield 3-2,Mail-in,ROBERT P CASEY JR(DEM),352
Hatfield 3-2,Mail-in,DAVE MCCORMICK(REP),191
Hatfield 3-2,Provisional,ROBERT P CASEY JR(DEM),8
Hatfield 3-2,Provisional,DAVE MCCORMICK(REP),3
Hatfield 3-2,Total,ROBERT P CASEY JR(DEM),793
Hatfield 3-2,Total,DAVE MCCORMICK(REP),743
