precinct,method,candidate,votes
Pottstown 2-2,Election Day,JOHN C THOMAS(LIB),****
Pottstown 2-2,Election Day,LEILA HAZOU(GRE),****
Pottstown 2-2,Election Day,MARTY SELKER(CON),****
Pottstown 2-2,Election Day,UnresolvedWrite-In,****
Pottstown 2-2,Mail-in,JOHN C THOMAS(LIB),****
Pottstown 2-2,Mail-in,LEILA HAZOU(GRE),****
Pottstown 2-2,Mail-in,MARTY SELKER(CON),****
Pottstown 2-2,Mail-in,UnresolvedWrite-In,****
Pottstown 2-2,Provisional,JOHN C THOMAS(LIB),****
Pottstown 2-2,Provisional,LEILA HAZOU(GRE),****
Pottstown 2-2,Provisional,MARTY SELKER(CON),****
Pottstown 2-2,Provisional,UnresolvedWrite-In,****
Pottstown 2-2,Total,JOHN C THOMAS(LIB),16
Pottstown 2-2,Total,LEILA HAZOU(GRE),15
Pottstown 2-2,Total,MARTY SELKER(CON),8
Pottstown 2-2,Total,UnresolvedWrite-In,1
Pottstown 3,Election Day,JOHN C THOMAS(LIB),25
Pottstown 3,Election Day,LEILA HAZOU(GRE),12
Pottstown 3,Election Day,MARTY SELKER(CON),4
Pottstown 3,Election Day,UnresolvedWrite-In,1
Pottstown 3,Mail-in,JOHN C THOMAS(LIB),10
Pottstown 3,Mail-in,LEILA HAZOU(GRE),6
Pottstown 3,Mail-in,MARTY SELKER(CON),0
Pottstown 3,Mail-in,UnresolvedWrite-In,1
Pottstown 3,Provisional,JOHN C THOMAS(LIB),0
Pottstown 3,Provisional,LEILA HAZOU(GRE),0
Pottstown 3,Provisional,MARTY SELKER(CON),0
Pottstown 3,Provisional,UnresolvedWrite-In,0
Pottstown 3,Total,JOHN C THOMAS(LIB),35
Pottstown 3,Total,LEILA HAZOU(GRE),18
Pottstown 3,Total,MARTY SELKER(CON),4
Pottstown 3,Total,UnresolvedWrite-In,2
Pottstown 4,Election Day,JOHN C THOMAS(LIB),22
Pottstown 4,Election Day,LEILA HAZOU(GRE),10
Pottstown 4,Election Day,MARTY SELKER(CON),3
Pottstown 4,Election Day,UnresolvedWrite-In,0
Pottstown 4,Mail-in,JOHN C THOMAS(LIB),6
Pottstown 4,Mail-in,LEILA HAZOU(GRE),8
Pottstown 4,Mail-in,MARTY SELKER(CON),1
Pottstown 4,Mail-in,UnresolvedWrite-In,0
Pottstown 4,Provisional,JOHN C THOMAS(LIB),0
Pottstown 4,Provisional,LEILA HAZOU(GRE),1
Pottstown 4,Provisional,MARTY SELKER(CON),0
Pottstown 4,Provisional,UnresolvedWrite-In,0
Pottstown 4,Total,JOHN C THOMAS(LIB),28
Pottstown 4,Total,LEILA HAZOU(GRE),19
Pottstown 4,Total,MARTY SELKER(CON),4
Pottstown 4,Total,UnresolvedWrite-In,0
Pottstown 5,Election Day,JOHN C THOMAS(LIB),27
Pottstown 5,Election Day,LEILA HAZOU(GRE),11
Pottstown 5,Election Day,MARTY SELKER(CON),5
Pottstown 5,Election Day,UnresolvedWrite-In,5
Pottstown 5,Mail-in,JOHN C THOMAS(LIB),2
Pottstown 5,Mail-in,LEILA HAZOU(GRE),5
Pottstown 5,Mail-in,MARTY SELKER(CON),0
Pottstown 5,Mail-in,UnresolvedWrite-In,0
Pottstown 5,Provisional,JOHN C THOMAS(LIB),0
Pottstown 5,Provisional,LEILA HAZOU(GRE),0
Pottstown 5,Provisional,MARTY SELKER(CON),1
Pottstown 5,Provisional,UnresolvedWrite-In,0
Pottstown 5,Total,JOHN C THOMAS(LIB),29
Pottstown 5,Total,LEILA HAZOU(GRE),16
Pottstown 5,Total,MARTY SELKER(CON),6
Pottstown 5,Total,UnresolvedWrite-In,5
Pottstown 6,Election Day,JOHN C THOMAS(LIB),26
Pottstown 6,Election Day,LEILA HAZOU(GRE),12
Pottstown 6,Election Day,MARTY SELKER(CON),10
Pottstown 6,Election Day,UnresolvedWrite-In,0
Pottstown 6,Mail-in,JOHN C THOMAS(LIB),5
Pottstown 6,Mail-in,LEILA HAZOU(GRE),6
Pottstown 6,Mail-in,MARTY SELKER(CON),3
Pottstown 6,Mail-in,UnresolvedWrite-In,0
Pottstown 6,Provisional,JOHN C THOMAS(LIB),0
Pottstown 6,Provisional,LEILA HAZOU(GRE),0
Pottstown 6,Provisional,MARTY SELKER(CON),0
Pottstown 6,Provisional,UnresolvedWrite-In,0
Pottstown 6,Total,JOHN C THOMAS(LIB),31
Pottstown 6,Total,LEILA HAZOU(GRE),18
Pottstown 6,Total,MARTY SELKER(CON),13
Pottstown 6,Total,UnresolvedWrite-In,0
Pottstown 7-1,Election Day,JOHN C THOMAS(LIB),15
Pottstown 7-1,Election Day,LEILA HAZOU(GRE),8
Pottstown 7-1,Election Day,MARTY SELKER(CON),1
Pottstown 7-1,Election Day,UnresolvedWrite-In,3
Pottstown 7-1,Mail-in,JOHN C THOMAS(LIB),3
Pottstown 7-1,Mail-in,LEILA HAZOU(GRE),3
Pottstown 7-1,Mail-in,MARTY SELKER(CON),0
Pottstown 7-1,Mail-in,UnresolvedWrite-In,0
Pottstown 7-1,Provisional,JOHN C THOMAS(LIB),0
Pottstown 7-1,Provisional,LEILA HAZOU(GRE),0
Pottstown 7-1,Provisional,MARTY SELKER(CON),0
Pottstown 7-1,Provisional,UnresolvedWrite-In,0
Pottstown 7-1,Total,JOHN C THOMAS(LIB),18
Pottstown 7-1,Total,LEILA HAZOU(GRE),11
Pottstown 7-1,Total,MARTY SELKER(CON),1
Pottstown 7-1,Total,UnresolvedWrite-In,3
