precinct,method,candidate,votes
Hatfield Borough,Election Day,ROBERT P CASEY JR(DEM),****
Hatfield Borough,Election Day,DAVE MCCORMICK(REP),****
Hatfield Borough,Mail-in,ROBERT P CASEY JR(DEM),****
Hatfield Borough,Mail-in,DAVE MCCORMICK(REP),****
Hatfield Borough,Provisional,ROBERT P CASEY JR(DEM),****
Hatfield Borough,Provisional,DAVE MCCORMICK(REP),****
Hatfield Borough,Total,ROBERT P CASEY JR(DEM),861
Hatfield Borough,Total,DAVE MCCORMICK(REP),708
Jenkintown 1,Election Day,ROBERT P CASEY JR(DEM),****
Jenkintown 1,Election Day,DAVE MCCORMICK(REP),****
Jenkintown 1,Mail-in,ROBERT P CASEY JR(DEM),****
Jenkintown 1,Mail-in,DAVE MCCORMICK(REP),****
Jenkintown 1,Provisional,ROBERT P CASEY JR(DEM),****
Jenkintown 1,Provisional,DAVE MCCORMICK(REP),****
Jenkintown 1,Total,ROBERT P CASEY JR(DEM),578
Jenkintown 1,Total,DAVE MCCORMICK(REP),197
Jenkintown 2,Election Day,ROBERT P CASEY JR(DEM),****
Jenkintown 2,Election Day,DAVE MCCORMICK(REP),****
Jenkintown 2,Mail-in,ROBERT P CASEY JR(DEM),****
Jenkintown 2,Mail-in,DAVE MCCORMICK(REP),****
Jenkintown 2,Provisional,ROBERT P CASEY JR(DEM),****
Jenkintown 2,Provisional,DAVE MCCORMICK(REP),****
Jenkintown 2,Total,ROBERT P CASEY JR(DEM),593
Jenkintown 2,Total,DAVE MCCORMICK(REP),157
Jenkintown 3,Election Day,ROBERT P CASEY JR(DEM),****
Jenkintown 3,Election Day,DAVE MCCORMICK(REP),****
Jenkintown 3,Mail-in,ROBERT P CASEY JR(DEM),****
Jenkintown 3,Mail-in,DAVE MCCORMICK(REP),****
Jenkintown 3,Provisional,ROBERT P CASEY JR(DEM),****
Jenkintown 3,Provisional,DAVE MCCORMICK(REP),****
Jenkintown 3,Total,ROBERT P CASEY JR(DEM),580
Jenkintown 3,Total,DAVE MCCORMICK(REP),155
Jenkintown 4,Election Day,ROBERT P CASEY JR(DEM),477
Jenkintown 4,Election Day,DAVE MCCORMICK(REP),115
Jenkintown 4,Mail-in,ROBERT P CASEY JR(DEM),189
Jenkintown 4,Mail-in,DAVE MCCORMICK(REP),42
Jenkintown 4,Provisional,ROBERT P CASEY JR(DEM),10
Jenkintown 4,Provisional,DAVE MCCORMICK(REP),3
Jenkintown 4,Total,ROBERT P CASEY JR(DEM),676
Jenkintown 4,Total,DAVE MCCORMICK(REP),160
Lansdale 1-1,Election Day,ROBERT P CASEY JR(DEM),451
Lansdale 1-1,Election Day,DAVE MCCORMICK(REP),278
Lansdale 1-1,Mail-in,ROBERT P CASEY JR(DEM),220
Lansdale 1-1,Mail-in,DAVE MCCORMICK(REP),45
Lansdale 1-1,Provisional,ROBERT P CASEY JR(DEM),9
Lansdale 1-1,Provisional,DAVE MCCORMICK(REP),4
Lansdale 1-1,Total,ROBERT P CASEY JR(DEM),680
Lansdale 1-1,Total,DAVE MCCORMICK(REP),327
