precinct,method,candidate,votes
Plymouth 3-1,Election Day,ROBERT P CASEY JR(DEM),****
Plymouth 3-1,Election Day,DAVE MCCORMICK(REP),****
Plymouth 3-1,Mail-in,ROBERT P CASEY JR(DEM),****
Plymouth 3-1,Mail-in,DAVE MCCORMICK(REP),****
Plymouth 3-1,Provisional,ROBERT P CASEY JR(DEM),****
Plymouth 3-1,Provisional,DAVE MCCORMICK(REP),****
Plymouth 3-1,Total,ROBERT P CASEY JR(DEM),751
Plymouth 3-1,Total,DAVE MCCORMICK(REP),530
Plymouth 3-2,Election Day,ROBERT P CASEY JR(DEM),****
Plymouth 3-2,Election Day,DAVE MCCORMICK(REP),****
Plymouth 3-2,Mail-in,ROBERT P CASEY JR(DEM),****
Plymouth 3-2,Mail-in,DAVE MCCORMICK(REP),****
Plymouth 3-2,Provisional,ROBERT P CASEY JR(DEM),****
Plymouth 3-2,Provisional,DAVE MCCORMICK(REP),****
Plymouth 3-2,Total,ROBERT P CASEY JR(DEM),817
Plymouth 3-2,Total,DAVE MCCORMICK(REP),348
Plymouth 3-3,Election Day,ROBERT P CASEY JR(DEM),****
Plymouth 3-3,Election Day,DAVE MCCORMICK(REP),****
Plymouth 3-3,Mail-in,ROBERT P CASEY JR(DEM),****
Plymouth 3-3,Mail-in,DAVE MCCORMICK(REP),****
Plymouth 3-3,Provisional,ROBERT P CASEY JR(DEM),****
Plymouth 3-3,Provisional,DAVE MCCORMICK(REP),****
Plymouth 3-3,Total,ROBERT P CASEY JR(DEM),692
Plymouth 3-3,Total,DAVE MCCORMICK(REP),251
Plymouth 4-1,Election Day,ROBERT P CASEY JR(DEM),****
Plymouth 4-1,Election Day,DAVE MCCORMICK(REP),****
Plymouth 4-1,Mail-in,ROBERT P CASEY JR(DEM),****
Plymouth 4-1,Mail-in,DAVE MCCORMICK(REP),****
Plymouth 4-1,Provisional,ROBERT P CASEY JR(DEM),****
Plymouth 4-1,Provisional,DAVE MCCORMICK(REP),****
Plymouth 4-1,Total,ROBERT P CASEY JR(DEM),448
Plymouth 4-1,Total,DAVE MCCORMICK(REP),333
Plymouth 4-2,Election Day,ROBERT P CASEY JR(DEM),607
Plymouth 4-2,Election Day,DAVE MCCORMICK(REP),493
Plymouth 4-2,Mail-in,ROBERT P CASEY JR(DEM),263
Plymouth 4-2,Mail-in,DAVE MCCORMICK(REP),113
Plymouth 4-2,Provisional,ROBERT P CASEY JR(DEM),8
Plymouth 4-2,Provisional,DAVE MCCORMICK(REP),0
Plymouth 4-2,Total,ROBERT P CASEY JR(DEM),878
Plymouth 4-2,Total,DAVE MCCORMICK(REP),606
Lower Salford 1,Election Day,ROBERT P CASEY JR(DEM),****
Lower Salford 1,Election Day,DAVE MCCORMICK(REP),****
Lower Salford 1,Mail-in,ROBERT P CASEY JR(DEM),****
Lower Salford 1,Mail-in,DAVE MCCORMICK(REP),****
Lower Salford 1,Provisional,ROBERT P CASEY JR(DEM),****
Lower Salford 1,Provisional,DAVE MCCORMICK(REP),****
Lower Salford 1,Total,ROBERT P CASEY JR(DEM),870
Lower Salford 1,Total,DAVE MCCORMICK(REP),937
