precinct,method,candidate,votes
Hatfield 1-2,Election Day,UnresolvedWrite-In,0
Hatfield 1-2,Mail-in,UnresolvedWrite-In,3
Hatfield 1-2,Provisional,UnresolvedWrite-In,0
Hatfield 1-2,Total,UnresolvedWrite-In,3
Hatfield 2-1,Election Day,UnresolvedWrite-In,0
Hatfield 2-1,Mail-in,UnresolvedWrite-In,1
Hatfield 2-1,Provisional,UnresolvedWrite-In,0
Hatfield 2-1,Total,UnresolvedWrite-In,1
Hatfield 2-2,Election Day,UnresolvedWrite-In,****
Hatfield 2-2,Mail-in,UnresolvedWrite-In,****
Hatfield 2-2,Provisional,UnresolvedWrite-In,****
Hatfield 2-2,Total,UnresolvedWrite-In,2
Hatfield 3-1,Election Day,UnresolvedWrite-In,4
Hatfield 3-1,Mail-in,UnresolvedWrite-In,1
Hatfield 3-1,Provisional,UnresolvedWrite-In,0
Hatfield 3-1,Total,UnresolvedWrite-In,5
Hatfield 3-2,Election Day,UnresolvedWrite-In,3
Hatfield 3-2,Mail-in,UnresolvedWrite-In,2
Hatfield 3-2,Provisional,UnresolvedWrite-In,0
Hatfield 3-2,Total,UnresolvedWrite-In,5
Hatfield 4-1,Election Day,UnresolvedWrite-In,5
Hatfield 4-1,Mail-in,UnresolvedWrite-In,2
Hatfield 4-1,Provisional,UnresolvedWrite-In,0
Hatfield 4-1,Total,UnresolvedWrite-In,7
