precinct,method,candidate,votes
Horsham 3-2,Election Day,UnresolvedWrite-In,****
Horsham 3-2,Mail-in,UnresolvedWrite-In,****
Horsham 3-2,Provisional,UnresolvedWrite-In,****
Horsham 3-2,Total,UnresolvedWrite-In,4
Horsham 3-4,Election Day,UnresolvedWrite-In,****
Horsham 3-4,Mail-in,UnresolvedWrite-In,****
Horsham 3-4,Provisional,UnresolvedWrite-In,****
Horsham 3-4,Total,UnresolvedWrite-In,1
Horsham 3-5,Election Day,UnresolvedWrite-In,****
Horsham 3-5,Mail-in,UnresolvedWrite-In,****
Horsham 3-5,Provisional,UnresolvedWrite-In,****
Horsham 3-5,Total,UnresolvedWrite-In,1
Horsham 4-1,Election Day,UnresolvedWrite-In,****
Horsham 4-1,Mail-in,UnresolvedWrite-In,****
Horsham 4-1,Provisional,UnresolvedWrite-In,****
Horsham 4-1,Total,UnresolvedWrite-In,0
Horsham 4-2,Election Day,UnresolvedWrite-In,****
Horsham 4-2,Mail-in,UnresolvedWrite-In,****
Horsham 4-2,Provisional,UnresolvedWrite-In,****
Horsham 4-2,Total,UnresolvedWrite-In,0
Horsham 4-3,Election Day,UnresolvedWrite-In,****
Horsham 4-3,Mail-in,UnresolvedWrite-In,****
Horsham 4-3,Provisional,UnresolvedWrite-In,****
Horsham 4-3,Total,UnresolvedWrite-In,1
