precinct,method,candidate,votes
Hatfield 4-2,Election Day,ASHLEY EHASZ(DEM),****
Hatfield 4-2,Election Day,BRIAN FITZPATRICK(REP),****
Hatfield 4-2,Mail-in,ASHLEY EHASZ(DEM),****
Hatfield 4-2,Mail-in,BRIAN FITZPATRICK(REP),****
Hatfield 4-2,Provisional,ASHLEY EHASZ(DEM),****
Hatfield 4-2,Provisional,BRIAN FITZPATRICK(REP),****
Hatfield 4-2,Total,ASHLEY EHASZ(DEM),682
Hatfield 4-2,Total,BRIAN FITZPATRICK(REP),801
Hatfield 5-1,Election Day,ASHLEY EHASZ(DEM),****
Hatfield 5-1,Election Day,BRIAN FITZPATRICK(REP),****
Hatfield 5-1,Mail-in,ASHLEY EHASZ(DEM),****
Hatfield 5-1,Mail-in,BRIAN FITZPATRICK(REP),****
Hatfield 5-1,Provisional,ASHLEY EHASZ(DEM),****
Hatfield 5-1,Provisional,BRIAN FITZPATRICK(REP),****
Hatfield 5-1,Total,ASHLEY EHASZ(DEM),402
Hatfield 5-1,Total,BRIAN FITZPATRICK(REP),506
Hatfield 5-2,Election Day,ASHLEY EHASZ(DEM),349
Hatfield 5-2,Election Day,BRIAN FITZPATRICK(REP),338
Hatfield 5-2,Mail-in,ASHLEY EHASZ(DEM),222
Hatfield 5-2,Mail-in,BRIAN FITZPATRICK(REP),90
Hatfield 5-2,Provisional,ASHLEY EHASZ(DEM),10
Hatfield 5-2,Provisional,BRIAN FITZPATRICK(REP),2
Hatfield 5-2,Total,ASHLEY EHASZ(DEM),581
Hatfield 5-2,Total,BRIAN FITZPATRICK(REP),430
Horsham 1-1,Election Day,ASHLEY EHASZ(DEM),201
Horsham 1-1,Election Day,BRIAN FITZPATRICK(REP),242
Horsham 1-1,Mail-in,ASHLEY EHASZ(DEM),72
Horsham 1-1,Mail-in,BRIAN FITZPATRICK(REP),29
Horsham 1-1,Provisional,ASHLEY EHASZ(DEM),0
Horsham 1-1,Provisional,BRIAN FITZPATRICK(REP),0
Horsham 1-1,Total,ASHLEY EHASZ(DEM),273
Horsham 1-1,Total,BRIAN FITZPATRICK(REP),271
Horsham 1-2,Election Day,ASHLEY EHASZ(DEM),253
Horsham 1-2,Election Day,BRIAN FITZPATRICK(REP),437
Horsham 1-2,Mail-in,ASHLEY EHASZ(DEM),140
Horsham 1-2,Mail-in,BRIAN FITZPATRICK(REP),102
Horsham 1-2,Provisional,ASHLEY EHASZ(DEM),0
Horsham 1-2,Provisional,BRIAN FITZPATRICK(REP),0
Horsham 1-2,Total,ASHLEY EHASZ(DEM),393
Horsham 1-2,Total,BRIAN FITZPATRICK(REP),539
Horsham 1-3,Election Day,ASHLEY EHASZ(DEM),****
Horsham 1-3,Election Day,BRIAN FITZPATRICK(REP),****
Horsham 1-3,Mail-in,ASHLEY EHASZ(DEM),****
Horsham 1-3,Mail-in,BRIAN FITZPATRICK(REP),****
Horsham 1-3,Provisional,ASHLEY EHASZ(DEM),****
Horsham 1-3,Provisional,BRIAN FITZPATRICK(REP),****
Horsham 1-3,Total,ASHLEY EHASZ(DEM),356
Horsham 1-3,Total,BRIAN FITZPATRICK(REP),438
