precinct,method,candidate,votes
Springfield 2-3,Election Day,ROBERT COWBURN(LIB),****
Springfield 2-3,Election Day,RICHARD L WEISS(GRE),****
Springfield 2-3,Election Day,JUSTIN L MAGILL(CON),****
Springfield 2-3,Election Day,ERIC L SETTLE(FOR),****
Springfield 2-3,Election Day,UnresolvedWrite-In,****
Springfield 2-3,Mail-in,ROBERT COWBURN(LIB),****
Springfield 2-3,Mail-in,RICHARD L WEISS(GRE),****
Springfield 2-3,Mail-in,JUSTIN L MAGILL(CON),****
Springfield 2-3,Mail-in,ERIC L SETTLE(FOR),****
Springfield 2-3,Mail-in,UnresolvedWrite-In,****
Springfield 2-3,Provisional,ROBERT COWBURN(LIB),****
Springfield 2-3,Provisional,RICHARD L WEISS(GRE),****
Springfield 2-3,Provisional,JUSTIN L MAGILL(CON),****
Springfield 2-3,Provisional,ERIC L SETTLE(FOR),****
Springfield 2-3,Provisional,UnresolvedWrite-In,****
Springfield 2-3,Total,ROBERT COWBURN(LIB),5
Springfield 2-3,Total,RICHARD L WEISS(GRE),4
Springfield 2-3,Total,JUSTIN L MAGILL(CON),0
Springfield 2-3,Total,ERIC L SETTLE(FOR),2
Springfield 2-3,Total,UnresolvedWrite-In,0
Springfield 3-1,Election Day,ROBERT COWBURN(LIB),****
Springfield 3-1,Election Day,RICHARD L WEISS(GRE),****
Springfield 3-1,Election Day,JUSTIN L MAGILL(CON),****
Springfield 3-1,Election Day,ERIC L SETTLE(FOR),****
Springfield 3-1,Election Day,UnresolvedWrite-In,****
Springfield 3-1,Mail-in,ROBERT COWBURN(LIB),****
Springfield 3-1,Mail-in,RICHARD L WEISS(GRE),****
Springfield 3-1,Mail-in,JUSTIN L MAGILL(CON),****
Springfield 3-1,Mail-in,ERIC L SETTLE(FOR),****
Springfield 3-1,Mail-in,UnresolvedWrite-In,****
Springfield 3-1,Provisional,ROBERT COWBURN(LIB),****
Springfield 3-1,Provisional,RICHARD L WEISS(GRE),****
Springfield 3-1,Provisional,JUSTIN L MAGILL(CON),****
Springfield 3-1,Provisional,ERIC L SETTLE(FOR),****
Springfield 3-1,Provisional,UnresolvedWrite-In,****
Springfield 3-1,Total,ROBERT COWBURN(LIB),11
Springfield 3-1,Total,RICHARD L WEISS(GRE),8
Springfield 3-1,Total,JUSTIN L MAGILL(CON),5
Springfield 3-1,Total,ERIC L SETTLE(FOR),1
Springfield 3-1,Total,UnresolvedWrite-In,0
Springfield 3-2,Election Day,ROBERT COWBURN(LIB),7
Springfield 3-2,Election Day,RICHARD L WEISS(GRE),5
Springfield 3-2,Election Day,JUSTIN L MAGILL(CON),3
Springfield 3-2,Election Day,ERIC L SETTLE(FOR),1
Springfield 3-2,Election Day,UnresolvedWrite-In,1
Springfield 3-2,Mail-in,ROBERT COWBURN(LIB),2
Springfield 3-2,Mail-in,RICHARD L WEISS(GRE),3
Springfield 3-2,Mail-in,JUSTIN L MAGILL(CON),0
Springfield 3-2,Mail-in,ERIC L SETTLE(FOR),0
Springfield 3-2,Mail-in,UnresolvedWrite-In,1
Springfield 3-2,Provisional,ROBERT COWBURN(LIB),0
Springfield 3-2,Provisional,RICHARD L WEISS(GRE),0
Springfield 3-2,Provisional,JUSTIN L MAGILL(CON),0
Springfield 3-2,Provisional,ERIC L SETTLE(FOR),0
Springfield 3-2,Provisional,UnresolvedWrite-In,0
Springfield 3-2,Total,ROBERT COWBURN(LIB),9
Springfield 3-2,Total,RICHARD L WEISS(GRE),8
Springfield 3-2,Total,JUSTIN L MAGILL(CON),3
Springfield 3-2,Total,ERIC L SETTLE(FOR),1
Springfield 3-2,Total,UnresolvedWrite-In,2
Springfield 4-1,Election Day,ROBERT COWBURN(LIB),****
Springfield 4-1,Election Day,RICHARD L WEISS(GRE),****
Springfield 4-1,Election Day,JUSTIN L MAGILL(CON),****
Springfield 4-1,Election Day,ERIC L SETTLE(FOR),****
Springfield 4-1,Election Day,UnresolvedWrite-In,****
Springfield 4-1,Mail-in,ROBERT COWBURN(LIB),****
Springfield 4-1,Mail-in,RICHARD L WEISS(GRE),****
Springfield 4-1,Mail-in,JUSTIN L MAGILL(CON),****
Springfield 4-1,Mail-in,ERIC L SETTLE(FOR),****
Springfield 4-1,Mail-in,UnresolvedWrite-In,****
Springfield 4-1,Provisional,ROBERT COWBURN(LIB),****
Springfield 4-1,Provisional,RICHARD L WEISS(GRE),****
Springfield 4-1,Provisional,JUSTIN L MAGILL(CON),****
Springfield 4-1,Provisional,ERIC L SETTLE(FOR),****
Springfield 4-1,Provisional,UnresolvedWrite-In,****
Springfield 4-1,Total,ROBERT COWBURN(LIB),15
Springfield 4-1,Total,RICHARD L WEISS(GRE),4
Springfield 4-1,Total,JUSTIN L MAGILL(CON),3
Springfield 4-1,Total,ERIC L SETTLE(FOR),2
Springfield 4-1,Total,UnresolvedWrite-In,1
Springfield 4-2,Election Day,ROBERT COWBURN(LIB),****
Springfield 4-2,Election Day,RICHARD L WEISS(GRE),****
Springfield 4-2,Election Day,JUSTIN L MAGILL(CON),****
Springfield 4-2,Election Day,ERIC L SETTLE(FOR),****
Springfield 4-2,Election Day,UnresolvedWrite-In,****
Springfield 4-2,Mail-in,ROBERT COWBURN(LIB),****
Springfield 4-2,Mail-in,RICHARD L WEISS(GRE),****
Springfield 4-2,Mail-in,JUSTIN L MAGILL(CON),****
Springfield 4-2,Mail-in,ERIC L SETTLE(FOR),****
Springfield 4-2,Mail-in,UnresolvedWrite-In,****
Springfield 4-2,Provisional,ROBERT COWBURN(LIB),****
Springfield 4-2,Provisional,RICHARD L WEISS(GRE),****
Springfield 4-2,Provisional,JUSTIN L MAGILL(CON),****
Springfield 4-2,Provisional,ERIC L SETTLE(FOR),****
Springfield 4-2,Provisional,UnresolvedWrite-In,****
Springfield 4-2,Total,ROBERT COWBURN(LIB),6
Springfield 4-2,Total,RICHARD L WEISS(GRE),7
Springfield 4-2,Total,JUSTIN L MAGILL(CON),3
Springfield 4-2,Total,ERIC L SETTLE(FOR),0
Springfield 4-2,Total,UnresolvedWrite-In,1
Springfield 5-1,Election Day,ROBERT COWBURN(LIB),****
Springfield 5-1,Election Day,RICHARD L WEISS(GRE),****
Springfield 5-1,Election Day,JUSTIN L MAGILL(CON),****
Springfield 5-1,Election Day,ERIC L SETTLE(FOR),****
Springfield 5-1,Election Day,UnresolvedWrite-In,****
Springfield 5-1,Mail-in,ROBERT COWBURN(LIB),****
Springfield 5-1,Mail-in,RICHARD L WEISS(GRE),****
Springfield 5-1,Mail-in,JUSTIN L MAGILL(CON),****
Springfield 5-1,Mail-in,ERIC L SETTLE(FOR),****
Springfield 5-1,Mail-in,UnresolvedWrite-In,****
Springfield 5-1,Provisional,ROBERT COWBURN(LIB),****
Springfield 5-1,Provisional,RICHARD L WEISS(GRE),****
Springfield 5-1,Provisional,JUSTIN L MAGILL(CON),****
Springfield 5-1,Provisional,ERIC L SETTLE(FOR),****
Springfield 5-1,Provisional,UnresolvedWrite-In,****
Springfield 5-1,Total,ROBERT COWBURN(LIB),10
Springfield 5-1,Total,RICHARD L WEISS(GRE),8
Springfield 5-1,Total,JUSTIN L MAGILL(CON),3
Springfield 5-1,Total,ERIC L SETTLE(FOR),1
Springfield 5-1,Total,UnresolvedWrite-In,1
