precinct,method,candidate,votes
Upper Dublin 2-2,Election Day,ROBERT COWBURN(LIB),****
Upper Dublin 2-2,Election Day,RICHARD L WEISS(GRE),****
Upper Dublin 2-2,Election Day,JUSTIN L MAGILL(CON),****
Upper Dublin 2-2,Election Day,ERIC L SETTLE(FOR),****
Upper Dublin 2-2,Election Day,UnresolvedWrite-In,****
Upper Dublin 2-2,Mail-in,ROBERT COWBURN(LIB),****
Upper Dublin 2-2,Mail-in,RICHARD L WEISS(GRE),****
Upper Dublin 2-2,Mail-in,JUSTIN L MAGILL(CON),****
Upper Dublin 2-2,Mail-in,ERIC L SETTLE(FOR),****
Upper Dublin 2-2,Mail-in,UnresolvedWrite-In,****
Upper Dublin 2-2,Provisional,ROBERT COWBURN(LIB),****
Upper Dublin 2-2,Provisional,RICHARD L WEISS(GRE),****
Upper Dublin 2-2,Provisional,JUSTIN L MAGILL(CON),****
Upper Dublin 2-2,Provisional,ERIC L SETTLE(FOR),****
Upper Dublin 2-2,Provisional,UnresolvedWrite-In,****
Upper Dublin 2-2,Total,ROBERT COWBURN(LIB),6
Upper Dublin 2-2,Total,RICHARD L WEISS(GRE),10
Upper Dublin 2-2,Total,JUSTIN L MAGILL(CON),0
Upper Dublin 2-2,Total,ERIC L SETTLE(FOR),2
Upper Dublin 2-2,Total,UnresolvedWrite-In,0
Upper Dublin 2-3,Election Day,ROBERT COWBURN(LIB),****
Upper Dublin 2-3,Election Day,RICHARD L WEISS(GRE),****
Upper Dublin 2-3,Election Day,JUSTIN L MAGILL(CON),****
Upper Dublin 2-3,Election Day,ERIC L SETTLE(FOR),****
Upper Dublin 2-3,Election Day,UnresolvedWrite-In,****
Upper Dublin 2-3,Mail-in,ROBERT COWBURN(LIB),****
Upper Dublin 2-3,Mail-in,RICHARD L WEISS(GRE),****
Upper Dublin 2-3,Mail-in,JUSTIN L MAGILL(CON),****
Upper Dublin 2-3,Mail-in,ERIC L SETTLE(FOR),****
Upper Dublin 2-3,Mail-in,UnresolvedWrite-In,****
Upper Dublin 2-3,Provisional,ROBERT COWBURN(LIB),****
Upper Dublin 2-3,Provisional,RICHARD L WEISS(GRE),****
Upper Dublin 2-3,Provisional,JUSTIN L MAGILL(CON),****
Upper Dublin 2-3,Provisional,ERIC L SETTLE(FOR),****
Upper Dublin 2-3,Provisional,UnresolvedWrite-In,****
Upper Dublin 2-3,Total,ROBERT COWBURN(LIB),10
Upper Dublin 2-3,Total,RICHARD L WEISS(GRE),12
Upper Dublin 2-3,Total,JUSTIN L MAGILL(CON),2
Upper Dublin 2-3,Total,ERIC L SETTLE(FOR),3
Upper Dublin 2-3,Total,UnresolvedWrite-In,0
Upper Dublin 3-1,Election Day,ROBERT COWBURN(LIB),7
Upper Dublin 3-1,Election Day,RICHARD L WEISS(GRE),7
Upper Dublin 3-1,Election Day,JUSTIN L MAGILL(CON),3
Upper Dublin 3-1,Election Day,ERIC L SETTLE(FOR),1
Upper Dublin 3-1,Election Day,UnresolvedWrite-In,1
Upper Dublin 3-1,Mail-in,ROBERT COWBURN(LIB),1
Upper Dublin 3-1,Mail-in,RICHARD L WEISS(GRE),3
Upper Dublin 3-1,Mail-in,JUSTIN L MAGILL(CON),0
Upper Dublin 3-1,Mail-in,ERIC L SETTLE(FOR),2
Upper Dublin 3-1,Mail-in,UnresolvedWrite-In,0
Upper Dublin 3-1,Provisional,ROBERT COWBURN(LIB),0
Upper Dublin 3-1,Provisional,RICHARD L WEISS(GRE),0
Upper Dublin 3-1,Provisional,JUSTIN L MAGILL(CON),0
Upper Dublin 3-1,Provisional,ERIC L SETTLE(FOR),0
Upper Dublin 3-1,Provisional,UnresolvedWrite-In,0
Upper Dublin 3-1,Total,ROBERT COWBURN(LIB),8
Upper Dublin 3-1,Total,RICHARD L WEISS(GRE),10
Upper Dublin 3-1,Total,JUSTIN L MAGILL(CON),3
Upper Dublin 3-1,Total,ERIC L SETTLE(FOR),3
Upper Dublin 3-1,Total,UnresolvedWrite-In,1
Upper Dublin 3-2,Election Day,ROBERT COWBURN(LIB),****
Upper Dublin 3-2,Election Day,RICHARD L WEISS(GRE),****
Upper Dublin 3-2,Election Day,JUSTIN L MAGILL(CON),****
Upper Dublin 3-2,Election Day,ERIC L SETTLE(FOR),****
Upper Dublin 3-2,Election Day,UnresolvedWrite-In,****
Upper Dublin 3-2,Mail-in,ROBERT COWBURN(LIB),****
Upper Dublin 3-2,Mail-in,RICHARD L WEISS(GRE),****
Upper Dublin 3-2,Mail-in,JUSTIN L MAGILL(CON),****
Upper Dublin 3-2,Mail-in,ERIC L SETTLE(FOR),****
