precinct,method,candidate,votes
Upper Dublin 2-2,Election Day,EUGENE DEPASQUALE(DEM),****
Upper Dublin 2-2,Election Day,DAVE SUNDAY(REP),****
Upper Dublin 2-2,Mail-in,EUGENE DEPASQUALE(DEM),****
Upper Dublin 2-2,Mail-in,DAVE SUNDAY(REP),****
Upper Dublin 2-2,Provisional,EUGENE DEPASQUALE(DEM),****
Upper Dublin 2-2,Provisional,DAVE SUNDAY(REP),****
Upper Dublin 2-2,Total,EUGENE DEPASQUALE(DEM),420
Upper Dublin 2-2,Total,DAVE SUNDAY(REP),244
Upper Dublin 2-3,Election Day,EUGENE DEPASQUALE(DEM),****
Upper Dublin 2-3,Election Day,DAVE SUNDAY(REP),****
Upper Dublin 2-3,Mail-in,EUGENE DEPASQUALE(DEM),****
Upper Dublin 2-3,Mail-in,DAVE SUNDAY(REP),****
Upper Dublin 2-3,Provisional,EUGENE DEPASQUALE(DEM),****
Upper Dublin 2-3,Provisional,DAVE SUNDAY(REP),****
Upper Dublin 2-3,Total,EUGENE DEPASQUALE(DEM),707
Upper Dublin 2-3,Total,DAVE SUNDAY(REP),341
Upper Dublin 3-1,Election Day,EUGENE DEPASQUALE(DEM),687
Upper Dublin 3-1,Election Day,DAVE SUNDAY(REP),473
Upper Dublin 3-1,Mail-in,EUGENE DEPASQUALE(DEM),647
Upper Dublin 3-1,Mail-in,DAVE SUNDAY(REP),208
Upper Dublin 3-1,Provisional,EUGENE DEPASQUALE(DEM),8
Upper Dublin 3-1,Provisional,DAVE SUNDAY(REP),6
Upper Dublin 3-1,Total,EUGENE DEPASQUALE(DEM),"1,342"
Upper Dublin 3-1,Total,DAVE SUNDAY(REP),687
Upper Dublin 3-2,Election Day,EUGENE DEPASQUALE(DEM),****
Upper Dublin 3-2,Election Day,DAVE SUNDAY(REP),****
Upper Dublin 3-2,Mail-in,EUGENE DEPASQUALE(DEM),****
Upper Dublin 3-2,Mail-in,DAVE SUNDAY(REP),****
Upper Dublin 3-2,Provisional,EUGENE DEPASQUALE(DEM),****
Upper Dublin 3-2,Provisional,DAVE SUNDAY(REP),****
Upper Dublin 3-2,Total,EUGENE DEPASQUALE(DEM),613
Upper Dublin 3-2,Total,DAVE SUNDAY(REP),449
Upper Dublin 4-1,Election Day,EUGENE DEPASQUALE(DEM),****
Upper Dublin 4-1,Election Day,DAVE SUNDAY(REP),****
Upper Dublin 4-1,Mail-in,EUGENE DEPASQUALE(DEM),****
Upper Dublin 4-1,Mail-in,DAVE SUNDAY(REP),****
Upper Dublin 4-1,Provisional,EUGENE DEPASQUALE(DEM),****
Upper Dublin 4-1,Provisional,DAVE SUNDAY(REP),****
Upper Dublin 4-1,Total,EUGENE DEPASQUALE(DEM),417
Upper Dublin 4-1,Total,DAVE SUNDAY(REP),327
Upper Dublin 4-2,Election Day,EUGENE DEPASQUALE(DEM),508
Upper Dublin 4-2,Election Day,DAVE SUNDAY(REP),198
Upper Dublin 4-2,Mail-in,EUGENE DEPASQUALE(DEM),198
Upper Dublin 4-2,Mail-in,DAVE SUNDAY(REP),63
Upper Dublin 4-2,Provisional,EUGENE DEPASQUALE(DEM),14
Upper Dublin 4-2,Provisional,DAVE SUNDAY(REP),3
Upper Dublin 4-2,Total,EUGENE DEPASQUALE(DEM),720
Upper Dublin 4-2,Total,DAVE SUNDAY(REP),264
