precinct,method,candidate,votes
Upper Dublin 4-3,Election Day,ROBERT COWBURN(LIB),****
Upper Dublin 4-3,Election Day,RICHARD L WEISS(GRE),****
Upper Dublin 4-3,Election Day,JUSTIN L MAGILL(CON),****
Upper Dublin 4-3,Election Day,ERIC L SETTLE(FOR),****
Upper Dublin 4-3,Election Day,UnresolvedWrite-In,****
Upper Dublin 4-3,Mail-in,ROBERT COWBURN(LIB),****
Upper Dublin 4-3,Mail-in,RICHARD L WEISS(GRE),****
Upper Dublin 4-3,Mail-in,JUSTIN L MAGILL(CON),****
Upper Dublin 4-3,Mail-in,ERIC L SETTLE(FOR),****
Upper Dublin 4-3,Mail-in,UnresolvedWrite-In,****
Upper Dublin 4-3,Provisional,ROBERT COWBURN(LIB),****
Upper Dublin 4-3,Provisional,RICHARD L WEISS(GRE),****
Upper Dublin 4-3,Provisional,JUSTIN L MAGILL(CON),****
Upper Dublin 4-3,Provisional,ERIC L SETTLE(FOR),****
Upper Dublin 4-3,Provisional,UnresolvedWrite-In,****
Upper Dublin 4-3,Total,ROBERT COWBURN(LIB),9
Upper Dublin 4-3,Total,RICHARD L WEISS(GRE),9
Upper Dublin 4-3,Total,JUSTIN L MAGILL(CON),1
Upper Dublin 4-3,Total,ERIC L SETTLE(FOR),7
Upper Dublin 4-3,Total,UnresolvedWrite-In,0
Upper Dublin 5-1,Election Day,ROBERT COWBURN(LIB),****
Upper Dublin 5-1,Election Day,RICHARD L WEISS(GRE),****
Upper Dublin 5-1,Election Day,JUSTIN L MAGILL(CON),****
Upper Dublin 5-1,Election Day,ERIC L SETTLE(FOR),****
Upper Dublin 5-1,Election Day,UnresolvedWrite-In,****
Upper Dublin 5-1,Mail-in,ROBERT COWBURN(LIB),****
Upper Dublin 5-1,Mail-in,RICHARD L WEISS(GRE),****
Upper Dublin 5-1,Mail-in,JUSTIN L MAGILL(CON),****
Upper Dublin 5-1,Mail-in,ERIC L SETTLE(FOR),****
Upper Dublin 5-1,Mail-in,UnresolvedWrite-In,****
Upper Dublin 5-1,Provisional,ROBERT COWBURN(LIB),****
Upper Dublin 5-1,Provisional,RICHARD L WEISS(GRE),****
Upper Dublin 5-1,Provisional,JUSTIN L MAGILL(CON),****
Upper Dublin 5-1,Provisional,ERIC L SETTLE(FOR),****
Upper Dublin 5-1,Provisional,UnresolvedWrite-In,****
Upper Dublin 5-1,Total,ROBERT COWBURN(LIB),7
Upper Dublin 5-1,Total,RICHARD L WEISS(GRE),10
Upper Dublin 5-1,Total,JUSTIN L MAGILL(CON),1
Upper Dublin 5-1,Total,ERIC L SETTLE(FOR),3
Upper Dublin 5-1,Total,UnresolvedWrite-In,1
Upper Dublin 5-2,Election Day,ROBERT COWBURN(LIB),6
Upper Dublin 5-2,Election Day,RICHARD L WEISS(GRE),9
Upper Dublin 5-2,Election Day,JUSTIN L MAGILL(CON),1
Upper Dublin 5-2,Election Day,ERIC L SETTLE(FOR),1
Upper Dublin 5-2,Election Day,UnresolvedWrite-In,0
Upper Dublin 5-2,Mail-in,ROBERT COWBURN(LIB),5
Upper Dublin 5-2,Mail-in,RICHARD L WEISS(GRE),2
Upper Dublin 5-2,Mail-in,JUSTIN L MAGILL(CON),1
Upper Dublin 5-2,Mail-in,ERIC L SETTLE(FOR),3
Upper Dublin 5-2,Mail-in,UnresolvedWrite-In,0
Upper Dublin 5-2,Provisional,ROBERT COWBURN(LIB),1
Upper Dublin 5-2,Provisional,RICHARD L WEISS(GRE),0
Upper Dublin 5-2,Provisional,JUSTIN L MAGILL(CON),0
Upper Dublin 5-2,Provisional,ERIC L SETTLE(FOR),1
Upper Dublin 5-2,Provisional,UnresolvedWrite-In,1
Upper Dublin 5-2,Total,ROBERT COWBURN(LIB),12
Upper Dublin 5-2,Total,RICHARD L WEISS(GRE),11
Upper Dublin 5-2,Total,JUSTIN L MAGILL(CON),2
Upper Dublin 5-2,Total,ERIC L SETTLE(FOR),5
Upper Dublin 5-2,Total,UnresolvedWrite-In,1
Upper Dublin 5-3,Election Day,ROBERT COWBURN(LIB),****
Upper Dublin 5-3,Election Day,RICHARD L WEISS(GRE),****
Upper Dublin 5-3,Election Day,JUSTIN L MAGILL(CON),****
Upper Dublin 5-3,Election Day,ERIC L SETTLE(FOR),****
Upper Dublin 5-3,Election Day,UnresolvedWrite-In,****
Upper Dublin 5-3,Mail-in,ROBERT COWBURN(LIB),****
Upper Dublin 5-3,Mail-in,RICHARD L WEISS(GRE),****
Upper Dublin 5-3,Mail-in,JUSTIN L MAGILL(CON),****
Upper Dublin 5-3,Mail-in,ERIC L SETTLE(FOR),****
Upper Dublin 5-3,Mail-in,UnresolvedWrite-In,****
Upper Dublin 5-3,Provisional,ROBERT COWBURN(LIB),****
Upper Dublin 5-3,Provisional,RICHARD L WEISS(GRE),****
Upper Dublin 5-3,Provisional,JUSTIN L MAGILL(CON),****
Upper Dublin 5-3,Provisional,ERIC L SETTLE(FOR),****
Upper Dublin 5-3,Provisional,UnresolvedWrite-In,****
Upper Dublin 5-3,Total,ROBERT COWBURN(LIB),15
Upper Dublin 5-3,Total,RICHARD L WEISS(GRE),8
Upper Dublin 5-3,Total,JUSTIN L MAGILL(CON),3
Upper Dublin 5-3,Total,ERIC L SETTLE(FOR),0
Upper Dublin 5-3,Total,UnresolvedWrite-In,3
Upper Dublin 6-1,Election Day,ROBERT COWBURN(LIB),10
Upper Dublin 6-1,Election Day,RICHARD L WEISS(GRE),11
Upper Dublin 6-1,Election Day,JUSTIN L MAGILL(CON),2
Upper Dublin 6-1,Election Day,ERIC L SETTLE(FOR),8
Upper Dublin 6-1,Election Day,UnresolvedWrite-In,1
Upper Dublin 6-1,Mail-in,ROBERT COWBURN(LIB),1
Upper Dublin 6-1,Mail-in,RICHARD L WEISS(GRE),5
Upper Dublin 6-1,Mail-in,JUSTIN L MAGILL(CON),0
Upper Dublin 6-1,Mail-in,ERIC L SETTLE(FOR),2
Upper Dublin 6-1,Mail-in,UnresolvedWrite-In,0
Upper Dublin 6-1,Provisional,ROBERT COWBURN(LIB),0
Upper Dublin 6-1,Provisional,RICHARD L WEISS(GRE),0
Upper Dublin 6-1,Provisional,JUSTIN L MAGILL(CON),0
Upper Dublin 6-1,Provisional,ERIC L SETTLE(FOR),0
Upper Dublin 6-1,Provisional,UnresolvedWrite-In,0
Upper Dublin 6-1,Total,ROBERT COWBURN(LIB),11
Upper Dublin 6-1,Total,RICHARD L WEISS(GRE),16
Upper Dublin 6-1,Total,JUSTIN L MAGILL(CON),2
Upper Dublin 6-1,Total,ERIC L SETTLE(FOR),10
Upper Dublin 6-1,Total,UnresolvedWrite-In,1
Upper Dublin 6-2,Election Day,ROBERT COWBURN(LIB),****
Upper Dublin 6-2,Election Day,RICHARD L WEISS(GRE),****
Upper Dublin 6-2,Election Day,JUSTIN L MAGILL(CON),****
Upper Dublin 6-2,Election Day,ERIC L SETTLE(FOR),****
Upper Dublin 6-2,Election Day,UnresolvedWrite-In,****
Upper Dublin 6-2,Mail-in,ROBERT COWBURN(LIB),****
Upper Dublin 6-2,Mail-in,RICHARD L WEISS(GRE),****
Upper Dublin 6-2,Mail-in,JUSTIN L MAGILL(CON),****
Upper Dublin 6-2,Mail-in,ERIC L SETTLE(FOR),****
Upper Dublin 6-2,Mail-in,UnresolvedWrite-In,****
Upper Dublin 6-2,Provisional,ROBERT COWBURN(LIB),****
