precinct,method,candidate,votes
Horsham 4-1,Election Day,ROBERT COWBURN(LIB),****
Horsham 4-1,Election Day,RICHARD L WEISS(GRE),****
Horsham 4-1,Election Day,JUSTIN L MAGILL(CON),****
Horsham 4-1,Election Day,ERIC L SETTLE(FOR),****
Horsham 4-1,Election Day,UnresolvedWrite-In,****
Horsham 4-1,Mail-in,ROBERT COWBURN(LIB),****
Horsham 4-1,Mail-in,RICHARD L WEISS(GRE),****
Horsham 4-1,Mail-in,JUSTIN L MAGILL(CON),****
Horsham 4-1,Mail-in,ERIC L SETTLE(FOR),****
Horsham 4-1,Mail-in,UnresolvedWrite-In,****
Horsham 4-1,Provisional,ROBERT COWBURN(LIB),****
Horsham 4-1,Provisional,RICHARD L WEISS(GRE),****
Horsham 4-1,Provisional,JUSTIN L MAGILL(CON),****
Horsham 4-1,Provisional,ERIC L SETTLE(FOR),****
Horsham 4-1,Provisional,UnresolvedWrite-In,****
Horsham 4-1,Total,ROBERT COWBURN(LIB),2
Horsham 4-1,Total,RICHARD L WEISS(GRE),2
Horsham 4-1,Total,JUSTIN L MAGILL(CON),1
Horsham 4-1,Total,ERIC L SETTLE(FOR),2
Horsham 4-1,Total,UnresolvedWrite-In,1
Horsham 4-2,Election Day,ROBERT COWBURN(LIB),****
Horsham 4-2,Election Day,RICHARD L WEISS(GRE),****
Horsham 4-2,Election Day,JUSTIN L MAGILL(CON),****
Horsham 4-2,Election Day,ERIC L SETTLE(FOR),****
Horsham 4-2,Election Day,UnresolvedWrite-In,****
Horsham 4-2,Mail-in,ROBERT COWBURN(LIB),****
Horsham 4-2,Mail-in,RICHARD L WEISS(GRE),****
Horsham 4-2,Mail-in,JUSTIN L MAGILL(CON),****
Horsham 4-2,Mail-in,ERIC L SETTLE(FOR),****
Horsham 4-2,Mail-in,UnresolvedWrite-In,****
Horsham 4-2,Provisional,ROBERT COWBURN(LIB),****
Horsham 4-2,Provisional,RICHARD L WEISS(GRE),****
Horsham 4-2,Provisional,JUSTIN L MAGILL(CON),****
Horsham 4-2,Provisional,ERIC L SETTLE(FOR),****
Horsham 4-2,Provisional,UnresolvedWrite-In,****
Horsham 4-2,Total,ROBERT COWBURN(LIB),6
Horsham 4-2,Total,RICHARD L WEISS(GRE),4
Horsham 4-2,Total,JUSTIN L MAGILL(CON),4
Horsham 4-2,Total,ERIC L SETTLE(FOR),2
Horsham 4-2,Total,UnresolvedWrite-In,1
Horsham 4-3,Election Day,ROBERT COWBURN(LIB),****
Horsham 4-3,Election Day,RICHARD L WEISS(GRE),****
Horsham 4-3,Election Day,JUSTIN L MAGILL(CON),****
Horsham 4-3,Election Day,ERIC L SETTLE(FOR),****
Horsham 4-3,Election Day,UnresolvedWrite-In,****
Horsham 4-3,Mail-in,ROBERT COWBURN(LIB),****
Horsham 4-3,Mail-in,RICHARD L WEISS(GRE),****
Horsham 4-3,Mail-in,JUSTIN L MAGILL(CON),****
Horsham 4-3,Mail-in,ERIC L SETTLE(FOR),****
Horsham 4-3,Mail-in,UnresolvedWrite-In,****
Horsham 4-3,Provisional,ROBERT COWBURN(LIB),****
Horsham 4-3,Provisional,RICHARD L WEISS(GRE),****
Horsham 4-3,Provisional,JUSTIN L MAGILL(CON),****
Horsham 4-3,Provisional,ERIC L SETTLE(FOR),****
Horsham 4-3,Provisional,UnresolvedWrite-In,****
Horsham 4-3,Total,ROBERT COWBURN(LIB),6
Horsham 4-3,Total,RICHARD L WEISS(GRE),2
Horsham 4-3,Total,JUSTIN L MAGILL(CON),0
Horsham 4-3,Total,ERIC L SETTLE(FOR),0
Horsham 4-3,Total,UnresolvedWrite-In,0
Horsham 4-4,Election Day,ROBERT COWBURN(LIB),****
Horsham 4-4,Election Day,RICHARD L WEISS(GRE),****
Horsham 4-4,Election Day,JUSTIN L MAGILL(CON),****
Horsham 4-4,Election Day,ERIC L SETTLE(FOR),****
Horsham 4-4,Election Day,UnresolvedWrite-In,****
Horsham 4-4,Mail-in,ROBERT COWBURN(LIB),****
Horsham 4-4,Mail-in,RICHARD L WEISS(GRE),****
Horsham 4-4,Mail-in,JUSTIN L MAGILL(CON),****
Horsham 4-4,Mail-in,ERIC L SETTLE(FOR),****
Horsham 4-4,Mail-in,UnresolvedWrite-In,****
Horsham 4-4,Provisional,ROBERT COWBURN(LIB),****
Horsham 4-4,Provisional,RICHARD L WEISS(GRE),****
Horsham 4-4,Provisional,JUSTIN L MAGILL(CON),****
Horsham 4-4,Provisional,ERIC L SETTLE(FOR),****
Horsham 4-4,Provisional,UnresolvedWrite-In,****
Horsham 4-4,Total,ROBERT COWBURN(LIB),10
Horsham 4-4,Total,RICHARD L WEISS(GRE),11
Horsham 4-4,Total,JUSTIN L MAGILL(CON),5
Horsham 4-4,Total,ERIC L SETTLE(FOR),2
Horsham 4-4,Total,UnresolvedWrite-In,1
Limerick 1,Election Day,ROBERT COWBURN(LIB),17
Limerick 1,Election Day,RICHARD L WEISS(GRE),15
Limerick 1,Election Day,JUSTIN L MAGILL(CON),4
Limerick 1,Election Day,ERIC L SETTLE(FOR),3
Limerick 1,Election Day,UnresolvedWrite-In,2
Limerick 1,Mail-in,ROBERT COWBURN(LIB),7
Limerick 1,Mail-in,RICHARD L WEISS(GRE),6
Limerick 1,Mail-in,JUSTIN L MAGILL(CON),4
Limerick 1,Mail-in,ERIC L SETTLE(FOR),3
Limerick 1,Mail-in,UnresolvedWrite-In,0
Limerick 1,Provisional,ROBERT COWBURN(LIB),0
Limerick 1,Provisional,RICHARD L WEISS(GRE),0
Limerick 1,Provisional,JUSTIN L MAGILL(CON),0
Limerick 1,Provisional,ERIC L SETTLE(FOR),0
Limerick 1,Provisional,UnresolvedWrite-In,0
Limerick 1,Total,ROBERT COWBURN(LIB),24
Limerick 1,Total,RICHARD L WEISS(GRE),21
Limerick 1,Total,JUSTIN L MAGILL(CON),8
Limerick 1,Total,ERIC L SETTLE(FOR),6
Limerick 1,Total,UnresolvedWrite-In,2
Limerick 2,Election Day,ROBERT COWBURN(LIB),17
Limerick 2,Election Day,RICHARD L WEISS(GRE),9
Limerick 2,Election Day,JUSTIN L MAGILL(CON),1
Limerick 2,Election Day,ERIC L SETTLE(FOR),2
Limerick 2,Election Day,UnresolvedWrite-In,0
Limerick 2,Mail-in,ROBERT COWBURN(LIB),3
