precinct,method,candidate,votes
Lower Merion 12-3,Election Day,EUGENE DEPASQUALE(DEM),271
Lower Merion 12-3,Election Day,DAVE SUNDAY(REP),247
Lower Merion 12-3,Mail-in,EUGENE DEPASQUALE(DEM),288
Lower Merion 12-3,Mail-in,DAVE SUNDAY(REP),156
Lower Merion 12-3,Provisional,EUGENE DEPASQUALE(DEM),7
Lower Merion 12-3,Provisional,DAVE SUNDAY(REP),8
Lower Merion 12-3,Total,EUGENE DEPASQUALE(DEM),566
Lower Merion 12-3,Total,DAVE SUNDAY(REP),411
Lower Merion 13-1,Election Day,EUGENE DEPASQUALE(DEM),****
Lower Merion 13-1,Election Day,DAVE SUNDAY(REP),****
Lower Merion 13-1,Mail-in,EUGENE DEPASQUALE(DEM),****
Lower Merion 13-1,Mail-in,DAVE SUNDAY(REP),****
Lower Merion 13-1,Provisional,EUGENE DEPASQUALE(DEM),****
Lower Merion 13-1,Provisional,DAVE SUNDAY(REP),****
Lower Merion 13-1,Total,EUGENE DEPASQUALE(DEM),628
Lower Merion 13-1,Total,DAVE SUNDAY(REP),277
Lower Merion 13-2,Election Day,EUGENE DEPASQUALE(DEM),****
Lower Merion 13-2,Election Day,DAVE SUNDAY(REP),****
Lower Merion 13-2,Mail-in,EUGENE DEPASQUALE(DEM),****
Lower Merion 13-2,Mail-in,DAVE SUNDAY(REP),****
Lower Merion 13-2,Provisional,EUGENE DEPASQUALE(DEM),****
Lower Merion 13-2,Provisional,DAVE SUNDAY(REP),****
Lower Merion 13-2,Total,EUGENE DEPASQUALE(DEM),859
Lower Merion 13-2,Total,DAVE SUNDAY(REP),208
Lower Merion 13-3,Election Day,EUGENE DEPASQUALE(DEM),****
Lower Merion 13-3,Election Day,DAVE SUNDAY(REP),****
Lower Merion 13-3,Mail-in,EUGENE DEPASQUALE(DEM),****
Lower Merion 13-3,Mail-in,DAVE SUNDAY(REP),****
Lower Merion 13-3,Provisional,EUGENE DEPASQUALE(DEM),****
Lower Merion 13-3,Provisional,DAVE SUNDAY(REP),****
Lower Merion 13-3,Total,EUGENE DEPASQUALE(DEM),546
Lower Merion 13-3,Total,DAVE SUNDAY(REP),285
Lower Merion 14-1,Election Day,EUGENE DEPASQUALE(DEM),****
Lower Merion 14-1,Election Day,DAVE SUNDAY(REP),****
Lower Merion 14-1,Mail-in,EUGENE DEPASQUALE(DEM),****
Lower Merion 14-1,Mail-in,DAVE SUNDAY(REP),****
Lower Merion 14-1,Provisional,EUGENE DEPASQUALE(DEM),****
Lower Merion 14-1,Provisional,DAVE SUNDAY(REP),****
Lower Merion 14-1,Total,EUGENE DEPASQUALE(DEM),648
Lower Merion 14-1,Total,DAVE SUNDAY(REP),174
Lower Merion 14-2,Election Day,EUGENE DEPASQUALE(DEM),****
Lower Merion 14-2,Election Day,DAVE SUNDAY(REP),****
Lower Merion 14-2,Mail-in,EUGENE DEPASQUALE(DEM),****
Lower Merion 14-2,Mail-in,DAVE SUNDAY(REP),****
Lower Merion 14-2,Provisional,EUGENE DEPASQUALE(DEM),****
Lower Merion 14-2,Provisional,DAVE SUNDAY(REP),****
Lower Merion 14-2,Total,EUGENE DEPASQUALE(DEM),743
Lower Merion 14-2,Total,DAVE SUNDAY(REP),156
