precinct,method,candidate,votes
Upper Moreland 7-2,Election Day,ROBERT COWBURN(LIB),****
Upper Moreland 7-2,Election Day,RICHARD L WEISS(GRE),****
Upper Moreland 7-2,Election Day,JUSTIN L MAGILL(CON),****
Upper Moreland 7-2,Election Day,ERIC L SETTLE(FOR),****
Upper Moreland 7-2,Election Day,UnresolvedWrite-In,****
Upper Moreland 7-2,Mail-in,ROBERT COWBURN(LIB),****
Upper Moreland 7-2,Mail-in,RICHARD L WEISS(GRE),****
Upper Moreland 7-2,Mail-in,JUSTIN L MAGILL(CON),****
Upper Moreland 7-2,Mail-in,ERIC L SETTLE(FOR),****
Upper Moreland 7-2,Mail-in,UnresolvedWrite-In,****
Upper Moreland 7-2,Provisional,ROBERT COWBURN(LIB),****
Upper Moreland 7-2,Provisional,RICHARD L WEISS(GRE),****
Upper Moreland 7-2,Provisional,JUSTIN L MAGILL(CON),****
Upper Moreland 7-2,Provisional,ERIC L SETTLE(FOR),****
Upper Moreland 7-2,Provisional,UnresolvedWrite-In,****
Upper Moreland 7-2,Total,ROBERT COWBURN(LIB),16
Upper Moreland 7-2,Total,RICHARD L WEISS(GRE),14
Upper Moreland 7-2,Total,JUSTIN L MAGILL(CON),6
Upper Moreland 7-2,Total,ERIC L SETTLE(FOR),1
Upper Moreland 7-2,Total,UnresolvedWrite-In,3
Upper Pottsgrove,Election Day,ROBERT COWBURN(LIB),46
Upper Pottsgrove,Election Day,RICHARD L WEISS(GRE),23
Upper Pottsgrove,Election Day,JUSTIN L MAGILL(CON),8
Upper Pottsgrove,Election Day,ERIC L SETTLE(FOR),4
Upper Pottsgrove,Election Day,UnresolvedWrite-In,1
Upper Pottsgrove,Mail-in,ROBERT COWBURN(LIB),11
Upper Pottsgrove,Mail-in,RICHARD L WEISS(GRE),9
Upper Pottsgrove,Mail-in,JUSTIN L MAGILL(CON),6
Upper Pottsgrove,Mail-in,ERIC L SETTLE(FOR),5
Upper Pottsgrove,Mail-in,UnresolvedWrite-In,0
Upper Pottsgrove,Provisional,ROBERT COWBURN(LIB),0
Upper Pottsgrove,Provisional,RICHARD L WEISS(GRE),2
Upper Pottsgrove,Provisional,JUSTIN L MAGILL(CON),0
Upper Pottsgrove,Provisional,ERIC L SETTLE(FOR),0
Upper Pottsgrove,Provisional,UnresolvedWrite-In,0
Upper Pottsgrove,Total,ROBERT COWBURN(LIB),57
Upper Pottsgrove,Total,RICHARD L WEISS(GRE),34
Upper Pottsgrove,Total,JUSTIN L MAGILL(CON),14
Upper Pottsgrove,Total,ERIC L SETTLE(FOR),9
Upper Pottsgrove,Total,UnresolvedWrite-In,1
Upper Providence Mingo 1,Election Day,ROBERT COWBURN(LIB),21
Upper Providence Mingo 1,Election Day,RICHARD L WEISS(GRE),9
Upper Providence Mingo 1,Election Day,JUSTIN L MAGILL(CON),3
Upper Providence Mingo 1,Election Day,ERIC L SETTLE(FOR),0
Upper Providence Mingo 1,Election Day,UnresolvedWrite-In,0
Upper Providence Mingo 1,Mail-in,ROBERT COWBURN(LIB),3
Upper Providence Mingo 1,Mail-in,RICHARD L WEISS(GRE),12
Upper Providence Mingo 1,Mail-in,JUSTIN L MAGILL(CON),2
Upper Providence Mingo 1,Mail-in,ERIC L SETTLE(FOR),3
Upper Providence Mingo 1,Mail-in,UnresolvedWrite-In,0
Upper Providence Mingo 1,Provisional,ROBERT COWBURN(LIB),0
Upper Providence Mingo 1,Provisional,RICHARD L WEISS(GRE),0
Upper Providence Mingo 1,Provisional,JUSTIN L MAGILL(CON),0
Upper Providence Mingo 1,Provisional,ERIC L SETTLE(FOR),0
Upper Providence Mingo 1,Provisional,UnresolvedWrite-In,0
Upper Providence Mingo 1,Total,ROBERT COWBURN(LIB),24
Upper Providence Mingo 1,Total,RICHARD L WEISS(GRE),21
Upper Providence Mingo 1,Total,JUSTIN L MAGILL(CON),5
Upper Providence Mingo 1,Total,ERIC L SETTLE(FOR),3
Upper Providence Mingo 1,Total,UnresolvedWrite-In,0
Upper Providence Mingo 2,Election Day,ROBERT COWBURN(LIB),26
Upper Providence Mingo 2,Election Day,RICHARD L WEISS(GRE),15
Upper Providence Mingo 2,Election Day,JUSTIN L MAGILL(CON),7
Upper Providence Mingo 2,Election Day,ERIC L SETTLE(FOR),3
Upper Providence Mingo 2,Election Day,UnresolvedWrite-In,1
Upper Providence Mingo 2,Mail-in,ROBERT COWBURN(LIB),12
Upper Providence Mingo 2,Mail-in,RICHARD L WEISS(GRE),2
Upper Providence Mingo 2,Mail-in,JUSTIN L MAGILL(CON),1
Upper Providence Mingo 2,Mail-in,ERIC L SETTLE(FOR),2
Upper Providence Mingo 2,Mail-in,UnresolvedWrite-In,0
Upper Providence Mingo 2,Provisional,ROBERT COWBURN(LIB),0
Upper Providence Mingo 2,Provisional,RICHARD L WEISS(GRE),0
Upper Providence Mingo 2,Provisional,JUSTIN L MAGILL(CON),0
Upper Providence Mingo 2,Provisional,ERIC L SETTLE(FOR),0
Upper Providence Mingo 2,Provisional,UnresolvedWrite-In,0
Upper Providence Mingo 2,Total,ROBERT COWBURN(LIB),38
Upper Providence Mingo 2,Total,RICHARD L WEISS(GRE),17
Upper Providence Mingo 2,Total,JUSTIN L MAGILL(CON),8
Upper Providence Mingo 2,Total,ERIC L SETTLE(FOR),5
Upper Providence Mingo 2,Total,UnresolvedWrite-In,1
