precinct,method,candidate,votes
Lower Merion 3-1,Election Day,ROBERT COWBURN(LIB),****
Lower Merion 3-1,Election Day,RICHARD L WEISS(GRE),****
Lower Merion 3-1,Election Day,JUSTIN L MAGILL(CON),****
Lower Merion 3-1,Election Day,ERIC L SETTLE(FOR),****
Lower Merion 3-1,Election Day,UnresolvedWrite-In,****
Lower Merion 3-1,Mail-in,ROBERT COWBURN(LIB),****
Lower Merion 3-1,Mail-in,RICHARD L WEISS(GRE),****
Lower Merion 3-1,Mail-in,JUSTIN L MAGILL(CON),****
Lower Merion 3-1,Mail-in,ERIC L SETTLE(FOR),****
Lower Merion 3-1,Mail-in,UnresolvedWrite-In,****
Lower Merion 3-1,Provisional,ROBERT COWBURN(LIB),****
Lower Merion 3-1,Provisional,RICHARD L WEISS(GRE),****
Lower Merion 3-1,Provisional,JUSTIN L MAGILL(CON),****
Lower Merion 3-1,Provisional,ERIC L SETTLE(FOR),****
Lower Merion 3-1,Provisional,UnresolvedWrite-In,****
Lower Merion 3-1,Total,ROBERT COWBURN(LIB),7
Lower Merion 3-1,Total,RICHARD L WEISS(GRE),8
Lower Merion 3-1,Total,JUSTIN L MAGILL(CON),0
Lower Merion 3-1,Total,ERIC L SETTLE(FOR),13
Lower Merion 3-1,Total,UnresolvedWrite-In,1
Lower Merion 3-2,Election Day,ROBERT COWBURN(LIB),****
Lower Merion 3-2,Election Day,RICHARD L WEISS(GRE),****
Lower Merion 3-2,Election Day,JUSTIN L MAGILL(CON),****
Lower Merion 3-2,Election Day,ERIC L SETTLE(FOR),****
Lower Merion 3-2,Election Day,UnresolvedWrite-In,****
Lower Merion 3-2,Mail-in,ROBERT COWBURN(LIB),****
Lower Merion 3-2,Mail-in,RICHARD L WEISS(GRE),****
Lower Merion 3-2,Mail-in,JUSTIN L MAGILL(CON),****
Lower Merion 3-2,Mail-in,ERIC L SETTLE(FOR),****
Lower Merion 3-2,Mail-in,UnresolvedWrite-In,****
Lower Merion 3-2,Provisional,ROBERT COWBURN(LIB),****
Lower Merion 3-2,Provisional,RICHARD L WEISS(GRE),****
Lower Merion 3-2,Provisional,JUSTIN L MAGILL(CON),****
Lower Merion 3-2,Provisional,ERIC L SETTLE(FOR),****
Lower Merion 3-2,Provisional,UnresolvedWrite-In,****
Lower Merion 3-2,Total,ROBERT COWBURN(LIB),10
Lower Merion 3-2,Total,RICHARD L WEISS(GRE),13
Lower Merion 3-2,Total,JUSTIN L MAGILL(CON),0
Lower Merion 3-2,Total,ERIC L SETTLE(FOR),15
Lower Merion 3-2,Total,UnresolvedWrite-In,0
Lower Merion 3-3,Election Day,ROBERT COWBURN(LIB),****
Lower Merion 3-3,Election Day,RICHARD L WEISS(GRE),****
