precinct,method,candidate,votes
Springfield 5-2,Election Day,ROBERT COWBURN(LIB),****
Springfield 5-2,Election Day,RICHARD L WEISS(GRE),****
Springfield 5-2,Election Day,JUSTIN L MAGILL(CON),****
Springfield 5-2,Election Day,ERIC L SETTLE(FOR),****
Springfield 5-2,Election Day,UnresolvedWrite-In,****
Springfield 5-2,Mail-in,ROBERT COWBURN(LIB),****
Springfield 5-2,Mail-in,RICHARD L WEISS(GRE),****
Springfield 5-2,Mail-in,JUSTIN L MAGILL(CON),****
Springfield 5-2,Mail-in,ERIC L SETTLE(FOR),****
Springfield 5-2,Mail-in,UnresolvedWrite-In,****
Springfield 5-2,Provisional,ROBERT COWBURN(LIB),****
Springfield 5-2,Provisional,RICHARD L WEISS(GRE),****
Springfield 5-2,Provisional,JUSTIN L MAGILL(CON),****
Springfield 5-2,Provisional,ERIC L SETTLE(FOR),****
Springfield 5-2,Provisional,UnresolvedWrite-In,****
Springfield 5-2,Total,ROBERT COWBURN(LIB),8
Springfield 5-2,Total,RICHARD L WEISS(GRE),3
Springfield 5-2,Total,JUSTIN L MAGILL(CON),0
Springfield 5-2,Total,ERIC L SETTLE(FOR),1
Springfield 5-2,Total,UnresolvedWrite-In,1
Springfield 6-1,Election Day,ROBERT COWBURN(LIB),****
Springfield 6-1,Election Day,RICHARD L WEISS(GRE),****
Springfield 6-1,Election Day,JUSTIN L MAGILL(CON),****
Springfield 6-1,Election Day,ERIC L SETTLE(FOR),****
Springfield 6-1,Election Day,UnresolvedWrite-In,****
Springfield 6-1,Mail-in,ROBERT COWBURN(LIB),****
Springfield 6-1,Mail-in,RICHARD L WEISS(GRE),****
Springfield 6-1,Mail-in,JUSTIN L MAGILL(CON),****
Springfield 6-1,Mail-in,ERIC L SETTLE(FOR),****
Springfield 6-1,Mail-in,UnresolvedWrite-In,****
Springfield 6-1,Provisional,ROBERT COWBURN(LIB),****
Springfield 6-1,Provisional,RICHARD L WEISS(GRE),****
Springfield 6-1,Provisional,JUSTIN L MAGILL(CON),****
Springfield 6-1,Provisional,ERIC L SETTLE(FOR),****
Springfield 6-1,Provisional,UnresolvedWrite-In,****
Springfield 6-1,Total,ROBERT COWBURN(LIB),5
Springfield 6-1,Total,RICHARD L WEISS(GRE),4
Springfield 6-1,Total,JUSTIN L MAGILL(CON),2
Springfield 6-1,Total,ERIC L SETTLE(FOR),2
Springfield 6-1,Total,UnresolvedWrite-In,0
Springfield 6-2,Election Day,ROBERT COWBURN(LIB),****
Springfield 6-2,Election Day,RICHARD L WEISS(GRE),****
Springfield 6-2,Election Day,JUSTIN L MAGILL(CON),****
Springfield 6-2,Election Day,ERIC L SETTLE(FOR),****
