precinct,method,candidate,votes
Lower Moreland 5,Election Day,ROBERT COWBURN(LIB),7
Lower Moreland 5,Election Day,RICHARD L WEISS(GRE),11
Lower Moreland 5,Election Day,JUSTIN L MAGILL(CON),1
Lower Moreland 5,Election Day,ERIC L SETTLE(FOR),3
Lower Moreland 5,Election Day,UnresolvedWrite-In,2
Lower Moreland 5,Mail-in,ROBERT COWBURN(LIB),3
Lower Moreland 5,Mail-in,RICHARD L WEISS(GRE),6
Lower Moreland 5,Mail-in,JUSTIN L MAGILL(CON),1
Lower Moreland 5,Mail-in,ERIC L SETTLE(FOR),1
Lower Moreland 5,Mail-in,UnresolvedWrite-In,1
Lower Moreland 5,Provisional,ROBERT COWBURN(LIB),0
Lower Moreland 5,Provisional,RICHARD L WEISS(GRE),0
Lower Moreland 5,Provisional,JUSTIN L MAGILL(CON),0
Lower Moreland 5,Provisional,ERIC L SETTLE(FOR),0
Lower Moreland 5,Provisional,UnresolvedWrite-In,0
Lower Moreland 5,Total,ROBERT COWBURN(LIB),10
Lower Moreland 5,Total,RICHARD L WEISS(GRE),17
Lower Moreland 5,Total,JUSTIN L MAGILL(CON),2
Lower Moreland 5,Total,ERIC L SETTLE(FOR),4
Lower Moreland 5,Total,UnresolvedWrite-In,3
Lower Moreland 6,Election Day,ROBERT COWBURN(LIB),****
Lower Moreland 6,Election Day,RICHARD L WEISS(GRE),****
Lower Moreland 6,Election Day,JUSTIN L MAGILL(CON),****
Lower Moreland 6,Election Day,ERIC L SETTLE(FOR),****
Lower Moreland 6,Election Day,UnresolvedWrite-In,****
Lower Moreland 6,Mail-in,ROBERT COWBURN(LIB),****
Lower Moreland 6,Mail-in,RICHARD L WEISS(GRE),****
Lower Moreland 6,Mail-in,JUSTIN L MAGILL(CON),****
Lower Moreland 6,Mail-in,ERIC L SETTLE(FOR),****
Lower Moreland 6,Mail-in,UnresolvedWrite-In,****
Lower Moreland 6,Provisional,ROBERT COWBURN(LIB),****
Lower Moreland 6,Provisional,RICHARD L WEISS(GRE),****
Lower Moreland 6,Provisional,JUSTIN L MAGILL(CON),****
Lower Moreland 6,Provisional,ERIC L SETTLE(FOR),****
Lower Moreland 6,Provisional,UnresolvedWrite-In,****
Lower Moreland 6,Total,ROBERT COWBURN(LIB),11
Lower Moreland 6,Total,RICHARD L WEISS(GRE),13
Lower Moreland 6,Total,JUSTIN L MAGILL(CON),5
Lower Moreland 6,Total,ERIC L SETTLE(FOR),7
Lower Moreland 6,Total,UnresolvedWrite-In,0
Lower Pottsgrove 1,Election Day,ROBERT COWBURN(LIB),****
Lower Pottsgrove 1,Election Day,RICHARD L WEISS(GRE),****
Lower Pottsgrove 1,Election Day,JUSTIN L MAGILL(CON),****
Lower Pottsgrove 1,Election Day,ERIC L SETTLE(FOR),****
Lower Pottsgrove 1,Election Day,UnresolvedWrite-In,****
Lower Pottsgrove 1,Mail-in,ROBERT COWBURN(LIB),****
Lower Pottsgrove 1,Mail-in,RICHARD L WEISS(GRE),****
Lower Pottsgrove 1,Mail-in,JUSTIN L MAGILL(CON),****
Lower Pottsgrove 1,Mail-in,ERIC L SETTLE(FOR),****
Lower Pottsgrove 1,Mail-in,UnresolvedWrite-In,****
Lower Pottsgrove 1,Provisional,ROBERT COWBURN(LIB),****
Lower Pottsgrove 1,Provisional,RICHARD L WEISS(GRE),****
Lower Pottsgrove 1,Provisional,JUSTIN L MAGILL(CON),****
Lower Pottsgrove 1,Provisional,ERIC L SETTLE(FOR),****
Lower Pottsgrove 1,Provisional,UnresolvedWrite-In,****
Lower Pottsgrove 1,Total,ROBERT COWBURN(LIB),29
Lower Pottsgrove 1,Total,RICHARD L WEISS(GRE),20
Lower Pottsgrove 1,Total,JUSTIN L MAGILL(CON),2
Lower Pottsgrove 1,Total,ERIC L SETTLE(FOR),4
Lower Pottsgrove 1,Total,UnresolvedWrite-In,0
Lower Pottsgrove 2,Election Day,ROBERT COWBURN(LIB),42
Lower Pottsgrove 2,Election Day,RICHARD L WEISS(GRE),21
Lower Pottsgrove 2,Election Day,JUSTIN L MAGILL(CON),4
Lower Pottsgrove 2,Election Day,ERIC L SETTLE(FOR),6
Lower Pottsgrove 2,Election Day,UnresolvedWrite-In,2
Lower Pottsgrove 2,Mail-in,ROBERT COWBURN(LIB),8
Lower Pottsgrove 2,Mail-in,RICHARD L WEISS(GRE),8
Lower Pottsgrove 2,Mail-in,JUSTIN L MAGILL(CON),2
Lower Pottsgrove 2,Mail-in,ERIC L SETTLE(FOR),5
Lower Pottsgrove 2,Mail-in,UnresolvedWrite-In,0
Lower Pottsgrove 2,Provisional,ROBERT COWBURN(LIB),3
Lower Pottsgrove 2,Provisional,RICHARD L WEISS(GRE),0
Lower Pottsgrove 2,Provisional,JUSTIN L MAGILL(CON),2
Lower Pottsgrove 2,Provisional,ERIC L SETTLE(FOR),0
Lower Pottsgrove 2,Provisional,UnresolvedWrite-In,0
Lower Pottsgrove 2,Total,ROBERT COWBURN(LIB),53
Lower Pottsgrove 2,Total,RICHARD L WEISS(GRE),29
Lower Pottsgrove 2,Total,JUSTIN L MAGILL(CON),8
Lower Pottsgrove 2,Total,ERIC L SETTLE(FOR),11
Lower Pottsgrove 2,Total,UnresolvedWrite-In,2
Lower Pottsgrove 3,Election Day,ROBERT COWBURN(LIB),17
