precinct,method,candidate,votes
Cheltenham 6-3,Election Day,ROBERT COWBURN(LIB),5
Cheltenham 6-3,Election Day,RICHARD L WEISS(GRE),5
Cheltenham 6-3,Election Day,JUSTIN L MAGILL(CON),2
Cheltenham 6-3,Election Day,ERIC L SETTLE(FOR),1
Cheltenham 6-3,Election Day,UnresolvedWrite-In,3
Cheltenham 6-3,Mail-in,ROBERT COWBURN(LIB),4
Cheltenham 6-3,Mail-in,RICHARD L WEISS(GRE),1
Cheltenham 6-3,Mail-in,JUSTIN L MAGILL(CON),0
Cheltenham 6-3,Mail-in,ERIC L SETTLE(FOR),0
Cheltenham 6-3,Mail-in,UnresolvedWrite-In,0
Cheltenham 6-3,Provisional,ROBERT COWBURN(LIB),0
Cheltenham 6-3,Provisional,RICHARD L WEISS(GRE),0
Cheltenham 6-3,Provisional,JUSTIN L MAGILL(CON),0
Cheltenham 6-3,Provisional,ERIC L SETTLE(FOR),0
Cheltenham 6-3,Provisional,UnresolvedWrite-In,0
Cheltenham 6-3,Total,ROBERT COWBURN(LIB),9
Cheltenham 6-3,Total,RICHARD L WEISS(GRE),6
Cheltenham 6-3,Total,JUSTIN L MAGILL(CON),2
Cheltenham 6-3,Total,ERIC L SETTLE(FOR),1
Cheltenham 6-3,Total,UnresolvedWrite-In,3
Cheltenham 7-1,Election Day,ROBERT COWBURN(LIB),****
Cheltenham 7-1,Election Day,RICHARD L WEISS(GRE),****
Cheltenham 7-1,Election Day,JUSTIN L MAGILL(CON),****
Cheltenham 7-1,Election Day,ERIC L SETTLE(FOR),****
Cheltenham 7-1,Election Day,UnresolvedWrite-In,****
Cheltenham 7-1,Mail-in,ROBERT COWBURN(LIB),****
Cheltenham 7-1,Mail-in,RICHARD L WEISS(GRE),****
Cheltenham 7-1,Mail-in,JUSTIN L MAGILL(CON),****
Cheltenham 7-1,Mail-in,ERIC L SETTLE(FOR),****
Cheltenham 7-1,Mail-in,UnresolvedWrite-In,****
Cheltenham 7-1,Provisional,ROBERT COWBURN(LIB),****
Cheltenham 7-1,Provisional,RICHARD L WEISS(GRE),****
Cheltenham 7-1,Provisional,JUSTIN L MAGILL(CON),****
Cheltenham 7-1,Provisional,ERIC L SETTLE(FOR),****
Cheltenham 7-1,Provisional,UnresolvedWrite-In,****
Cheltenham 7-1,Total,ROBERT COWBURN(LIB),15
Cheltenham 7-1,Total,RICHARD L WEISS(GRE),16
Cheltenham 7-1,Total,JUSTIN L MAGILL(CON),2
Cheltenham 7-1,Total,ERIC L SETTLE(FOR),3
Cheltenham 7-1,Total,UnresolvedWrite-In,1
Cheltenham 7-2,Election Day,ROBERT COWBURN(LIB),****
Cheltenham 7-2,Election Day,RICHARD L WEISS(GRE),****
Cheltenham 7-2,Election Day,JUSTIN L MAGILL(CON),****
Cheltenham 7-2,Election Day,ERIC L SETTLE(FOR),****
Cheltenham 7-2,Election Day,UnresolvedWrite-In,****
Cheltenham 7-2,Mail-in,ROBERT COWBURN(LIB),****
Cheltenham 7-2,Mail-in,RICHARD L WEISS(GRE),****
Cheltenham 7-2,Mail-in,JUSTIN L MAGILL(CON),****
Cheltenham 7-2,Mail-in,ERIC L SETTLE(FOR),****
Cheltenham 7-2,Mail-in,UnresolvedWrite-In,****
Cheltenham 7-2,Provisional,ROBERT COWBURN(LIB),****
Cheltenham 7-2,Provisional,RICHARD L WEISS(GRE),****
Cheltenham 7-2,Provisional,JUSTIN L MAGILL(CON),****
Cheltenham 7-2,Provisional,ERIC L SETTLE(FOR),****
Cheltenham 7-2,Provisional,UnresolvedWrite-In,****
Cheltenham 7-2,Total,ROBERT COWBURN(LIB),9
Cheltenham 7-2,Total,RICHARD L WEISS(GRE),6
Cheltenham 7-2,Total,JUSTIN L MAGILL(CON),3
Cheltenham 7-2,Total,ERIC L SETTLE(FOR),1
Cheltenham 7-2,Total,UnresolvedWrite-In,1
Cheltenham 7-3,Election Day,ROBERT COWBURN(LIB),8
Cheltenham 7-3,Election Day,RICHARD L WEISS(GRE),10
Cheltenham 7-3,Election Day,JUSTIN L MAGILL(CON),2
Cheltenham 7-3,Election Day,ERIC L SETTLE(FOR),0
Cheltenham 7-3,Election Day,UnresolvedWrite-In,1
Cheltenham 7-3,Mail-in,ROBERT COWBURN(LIB),2
Cheltenham 7-3,Mail-in,RICHARD L WEISS(GRE),2
Cheltenham 7-3,Mail-in,JUSTIN L MAGILL(CON),2
Cheltenham 7-3,Mail-in,ERIC L SETTLE(FOR),0
Cheltenham 7-3,Mail-in,UnresolvedWrite-In,0
Cheltenham 7-3,Provisional,ROBERT COWBURN(LIB),0
Cheltenham 7-3,Provisional,RICHARD L WEISS(GRE),0
Cheltenham 7-3,Provisional,JUSTIN L MAGILL(CON),0
Cheltenham 7-3,Provisional,ERIC L SETTLE(FOR),0
Cheltenham 7-3,Provisional,UnresolvedWrite-In,0
Cheltenham 7-3,Total,ROBERT COWBURN(LIB),10
Cheltenham 7-3,Total,RICHARD L WEISS(GRE),12
Cheltenham 7-3,Total,JUSTIN L MAGILL(CON),4
Cheltenham 7-3,Total,ERIC L SETTLE(FOR),0
