precinct,method,candidate,votes
Lower Merion 1-1,Election Day,EUGENE DEPASQUALE(DEM),356
Lower Merion 1-1,Election Day,DAVE SUNDAY(REP),127
Lower Merion 1-1,Mail-in,EUGENE DEPASQUALE(DEM),362
Lower Merion 1-1,Mail-in,DAVE SUNDAY(REP),66
Lower Merion 1-1,Provisional,EUGENE DEPASQUALE(DEM),7
Lower Merion 1-1,Provisional,DAVE SUNDAY(REP),3
Lower Merion 1-1,Total,EUGENE DEPASQUALE(DEM),725
Lower Merion 1-1,Total,DAVE SUNDAY(REP),196
Lower Merion 1-2,Election Day,EUGENE DEPASQUALE(DEM),573
Lower Merion 1-2,Election Day,DAVE SUNDAY(REP),266
Lower Merion 1-2,Mail-in,EUGENE DEPASQUALE(DEM),428
Lower Merion 1-2,Mail-in,DAVE SUNDAY(REP),144
Lower Merion 1-2,Provisional,EUGENE DEPASQUALE(DEM),12
Lower Merion 1-2,Provisional,DAVE SUNDAY(REP),4
Lower Merion 1-2,Total,EUGENE DEPASQUALE(DEM),"1,013"
Lower Merion 1-2,Total,DAVE SUNDAY(REP),414
Lower Merion 1-3,Election Day,EUGENE DEPASQUALE(DEM),****
Lower Merion 1-3,Election Day,DAVE SUNDAY(REP),****
Lower Merion 1-3,Mail-in,EUGENE DEPASQUALE(DEM),****
Lower Merion 1-3,Mail-in,DAVE SUNDAY(REP),****
Lower Merion 1-3,Provisional,EUGENE DEPASQUALE(DEM),****
Lower Merion 1-3,Provisional,DAVE SUNDAY(REP),****
Lower Merion 1-3,Total,EUGENE DEPASQUALE(DEM),456
Lower Merion 1-3,Total,DAVE SUNDAY(REP),309
Lower Merion 2-1,Election Day,EUGENE DEPASQUALE(DEM),390
Lower Merion 2-1,Election Day,DAVE SUNDAY(REP),273
Lower Merion 2-1,Mail-in,EUGENE DEPASQUALE(DEM),415
Lower Merion 2-1,Mail-in,DAVE SUNDAY(REP),126
Lower Merion 2-1,Provisional,EUGENE DEPASQUALE(DEM),14
Lower Merion 2-1,Provisional,DAVE SUNDAY(REP),6
Lower Merion 2-1,Total,EUGENE DEPASQUALE(DEM),819
Lower Merion 2-1,Total,DAVE SUNDAY(REP),405
Lower Merion 2-2,Election Day,EUGENE DEPASQUALE(DEM),265
Lower Merion 2-2,Election Day,DAVE SUNDAY(REP),240
Lower Merion 2-2,Mail-in,EUGENE DEPASQUALE(DEM),217
Lower Merion 2-2,Mail-in,DAVE SUNDAY(REP),94
Lower Merion 2-2,Provisional,EUGENE DEPASQUALE(DEM),5
Lower Merion 2-2,Provisional,DAVE SUNDAY(REP),7
Lower Merion 2-2,Total,EUGENE DEPASQUALE(DEM),487
Lower Merion 2-2,Total,DAVE SUNDAY(REP),341
Lower Merion 2-3,Election Day,EUGENE DEPASQUALE(DEM),****
Lower Merion 2-3,Election Day,DAVE SUNDAY(REP),****
Lower Merion 2-3,Mail-in,EUGENE DEPASQUALE(DEM),****
Lower Merion 2-3,Mail-in,DAVE SUNDAY(REP),****
Lower Merion 2-3,Provisional,EUGENE DEPASQUALE(DEM),****
Lower Merion 2-3,Provisional,DAVE SUNDAY(REP),****
Lower Merion 2-3,Total,EUGENE DEPASQUALE(DEM),693
Lower Merion 2-3,Total,DAVE SUNDAY(REP),255
