precinct,method,candidate,votes
Upper Gwynedd 7,Election Day,UnresolvedWrite-In,3
Upper Gwynedd 7,Mail-in,UnresolvedWrite-In,0
Upper Gwynedd 7,Provisional,UnresolvedWrite-In,0
Upper Gwynedd 7,Total,UnresolvedWrite-In,3
Upper Merion Belmont 5,Election Day,UnresolvedWrite-In,3
Upper Merion Belmont 5,Mail-in,UnresolvedWrite-In,1
Upper Merion Belmont 5,Provisional,UnresolvedWrite-In,0
Upper Merion Belmont 5,Total,UnresolvedWrite-In,4
Upper Moreland 1-1,Election Day,UnresolvedWrite-In,****
Upper Moreland 1-1,Mail-in,UnresolvedWrite-In,****
Upper Moreland 1-1,Provisional,UnresolvedWrite-In,****
Upper Moreland 1-1,Total,UnresolvedWrite-In,2
Upper Moreland 1-2,Election Day,UnresolvedWrite-In,2
Upper Moreland 1-2,Mail-in,UnresolvedWrite-In,1
Upper Moreland 1-2,Provisional,UnresolvedWrite-In,0
Upper Moreland 1-2,Total,UnresolvedWrite-In,3
Upper Moreland 2-1,Election Day,UnresolvedWrite-In,1
Upper Moreland 2-1,Mail-in,UnresolvedWrite-In,3
Upper Moreland 2-1,Provisional,UnresolvedWrite-In,0
Upper Moreland 2-1,Total,UnresolvedWrite-In,4
Upper Moreland 2-2,Election Day,UnresolvedWrite-In,****
Upper Moreland 2-2,Mail-in,UnresolvedWrite-In,****
Upper Moreland 2-2,Provisional,UnresolvedWrite-In,****
Upper Moreland 2-2,Total,UnresolvedWrite-In,1
