precinct,method,candidate,votes
Lower Merion 9-2,Election Day,UnresolvedWrite-In,0
Lower Merion 9-2,Mail-in,UnresolvedWrite-In,1
Lower Merion 9-2,Provisional,UnresolvedWrite-In,0
Lower Merion 9-2,Total,UnresolvedWrite-In,1
Lower Merion 9-3,Election Day,UnresolvedWrite-In,5
Lower Merion 9-3,Mail-in,UnresolvedWrite-In,1
Lower Merion 9-3,Provisional,UnresolvedWrite-In,1
Lower Merion 9-3,Total,UnresolvedWrite-In,7
Lower Merion 11-3,Election Day,UnresolvedWrite-In,2
Lower Merion 11-3,Mail-in,UnresolvedWrite-In,1
Lower Merion 11-3,Provisional,UnresolvedWrite-In,0
Lower Merion 11-3,Total,UnresolvedWrite-In,3
Lower Merion 12-3,Election Day,UnresolvedWrite-In,0
Lower Merion 12-3,Mail-in,UnresolvedWrite-In,0
Lower Merion 12-3,Provisional,UnresolvedWrite-In,0
Lower Merion 12-3,Total,UnresolvedWrite-In,0
Lower Merion 13-1,Election Day,UnresolvedWrite-In,****
Lower Merion 13-1,Mail-in,UnresolvedWrite-In,****
Lower Merion 13-1,Provisional,UnresolvedWrite-In,****
Lower Merion 13-1,Total,UnresolvedWrite-In,0
Lower Merion 13-2,Election Day,UnresolvedWrite-In,****
Lower Merion 13-2,Mail-in,UnresolvedWrite-In,****
Lower Merion 13-2,Provisional,UnresolvedWrite-In,****
Lower Merion 13-2,Total,UnresolvedWrite-In,3
