precinct,method,candidate,votes
Whitpain 4,Election Day,KAMALA D HARRIS(DEM),****
Whitpain 4,Election Day,DONALD J TRUMP(REP),****
Whitpain 4,Mail-in,KAMALA D HARRIS(DEM),****
Whitpain 4,Mail-in,DONALD J TRUMP(REP),****
Whitpain 4,Provisional,KAMALA D HARRIS(DEM),****
Whitpain 4,Provisional,DONALD J TRUMP(REP),****
Whitpain 4,Total,KAMALA D HARRIS(DEM),612
Whitpain 4,Total,DONALD J TRUMP(REP),300
Whitpain 5,Election Day,KAMALA D HARRIS(DEM),****
Whitpain 5,Election Day,DONALD J TRUMP(REP),****
Whitpain 5,Mail-in,KAMALA D HARRIS(DEM),****
Whitpain 5,Mail-in,DONALD J TRUMP(REP),****
Whitpain 5,Provisional,KAMALA D HARRIS(DEM),****
Whitpain 5,Provisional,DONALD J TRUMP(REP),****
Whitpain 5,Total,KAMALA D HARRIS(DEM),635
Whitpain 5,Total,DONALD J TRUMP(REP),371
Whitpain 6,Election Day,KAMALA D HARRIS(DEM),****
Whitpain 6,Election Day,DONALD J TRUMP(REP),****
Whitpain 6,Mail-in,KAMALA D HARRIS(DEM),****
Whitpain 6,Mail-in,DONALD J TRUMP(REP),****
Whitpain 6,Provisional,KAMALA D HARRIS(DEM),****
Whitpain 6,Provisional,DONALD J TRUMP(REP),****
Whitpain 6,Total,KAMALA D HARRIS(DEM),614
Whitpain 6,Total,DONALD J TRUMP(REP),386
Whitpain 7,Election Day,KAMALA D HARRIS(DEM),****
Whitpain 7,Election Day,DONALD J TRUMP(REP),****
Whitpain 7,Mail-in,KAMALA D HARRIS(DEM),****
Whitpain 7,Mail-in,DONALD J TRUMP(REP),****
Whitpain 7,Provisional,KAMALA D HARRIS(DEM),****
Whitpain 7,Provisional,DONALD J TRUMP(REP),****
Whitpain 7,Total,KAMALA D HARRIS(DEM),665
Whitpain 7,Total,DONALD J TRUMP(REP),467
Whitpain 8,Election Day,KAMALA D HARRIS(DEM),****
Whitpain 8,Election Day,DONALD J TRUMP(REP),****
Whitpain 8,Mail-in,KAMALA D HARRIS(DEM),****
Whitpain 8,Mail-in,DONALD J TRUMP(REP),****
Whitpain 8,Provisional,KAMALA D HARRIS(DEM),****
Whitpain 8,Provisional,DONALD J TRUMP(REP),****
Whitpain 8,Total,KAMALA D HARRIS(DEM),471
Whitpain 8,Total,DONALD J TRUMP(REP),300
Whitpain 9,Election Day,KAMALA D HARRIS(DEM),486
Whitpain 9,Election Day,DONALD J TRUMP(REP),303
Whitpain 9,Mail-in,KAMALA D HARRIS(DEM),315
Whitpain 9,Mail-in,DONALD J TRUMP(REP),79
Whitpain 9,Provisional,KAMALA D HARRIS(DEM),8
Whitpain 9,Provisional,DONALD J TRUMP(REP),4
Whitpain 9,Total,KAMALA D HARRIS(DEM),809
Whitpain 9,Total,DONALD J TRUMP(REP),386
