precinct,method,candidate,votes
Lower Merion 10-3,Election Day,KAMALA D HARRIS(DEM),****
Lower Merion 10-3,Election Day,DONALD J TRUMP(REP),****
Lower Merion 10-3,Mail-in,KAMALA D HARRIS(DEM),****
Lower Merion 10-3,Mail-in,DONALD J TRUMP(REP),****
Lower Merion 10-3,Provisional,KAMALA D HARRIS(DEM),****
Lower Merion 10-3,Provisional,DONALD J TRUMP(REP),****
Lower Merion 10-3,Total,KAMALA D HARRIS(DEM),754
Lower Merion 10-3,Total,DONALD J TRUMP(REP),261
Lower Merion 11-1,Election Day,KAMALA D HARRIS(DEM),312
Lower Merion 11-1,Election Day,DONALD J TRUMP(REP),154
Lower Merion 11-1,Mail-in,KAMALA D HARRIS(DEM),307
Lower Merion 11-1,Mail-in,DONALD J TRUMP(REP),73
Lower Merion 11-1,Provisional,KAMALA D HARRIS(DEM),6
Lower Merion 11-1,Provisional,DONALD J TRUMP(REP),5
Lower Merion 11-1,Total,KAMALA D HARRIS(DEM),625
Lower Merion 11-1,Total,DONALD J TRUMP(REP),232
Lower Merion 11-2,Election Day,KAMALA D HARRIS(DEM),****
Lower Merion 11-2,Election Day,DONALD J TRUMP(REP),****
Lower Merion 11-2,Mail-in,KAMALA D HARRIS(DEM),****
Lower Merion 11-2,Mail-in,DONALD J TRUMP(REP),****
Lower Merion 11-2,Provisional,KAMALA D HARRIS(DEM),****
Lower Merion 11-2,Provisional,DONALD J TRUMP(REP),****
Lower Merion 11-2,Total,KAMALA D HARRIS(DEM),234
Lower Merion 11-2,Total,DONALD J TRUMP(REP),75
Lower Merion 11-3,Election Day,KAMALA D HARRIS(DEM),****
Lower Merion 11-3,Election Day,DONALD J TRUMP(REP),****
Lower Merion 11-3,Mail-in,KAMALA D HARRIS(DEM),****
Lower Merion 11-3,Mail-in,DONALD J TRUMP(REP),****
Lower Merion 11-3,Provisional,KAMALA D HARRIS(DEM),****
Lower Merion 11-3,Provisional,DONALD J TRUMP(REP),****
Lower Merion 11-3,Total,KAMALA D HARRIS(DEM),732
Lower Merion 11-3,Total,DONALD J TRUMP(REP),378
Lower Merion 12-1,Election Day,KAMALA D HARRIS(DEM),****
Lower Merion 12-1,Election Day,DONALD J TRUMP(REP),****
Lower Merion 12-1,Mail-in,KAMALA D HARRIS(DEM),****
Lower Merion 12-1,Mail-in,DONALD J TRUMP(REP),****
Lower Merion 12-1,Provisional,KAMALA D HARRIS(DEM),****
Lower Merion 12-1,Provisional,DONALD J TRUMP(REP),****
Lower Merion 12-1,Total,KAMALA D HARRIS(DEM),726
Lower Merion 12-1,Total,DONALD J TRUMP(REP),114
Lower Merion 12-2,Election Day,KAMALA D HARRIS(DEM),****
Lower Merion 12-2,Election Day,DONALD J TRUMP(REP),****
Lower Merion 12-2,Mail-in,KAMALA D HARRIS(DEM),****
Lower Merion 12-2,Mail-in,DONALD J TRUMP(REP),****
Lower Merion 12-2,Provisional,KAMALA D HARRIS(DEM),****
Lower Merion 12-2,Provisional,DONALD J TRUMP(REP),****
Lower Merion 12-2,Total,KAMALA D HARRIS(DEM),717
Lower Merion 12-2,Total,DONALD J TRUMP(REP),150
