precinct,method,candidate,votes
Upper Dublin 4-3,Election Day,KAMALA D HARRIS(DEM),****
Upper Dublin 4-3,Election Day,DONALD J TRUMP(REP),****
Upper Dublin 4-3,Mail-in,KAMALA D HARRIS(DEM),****
Upper Dublin 4-3,Mail-in,DONALD J TRUMP(REP),****
Upper Dublin 4-3,Provisional,KAMALA D HARRIS(DEM),****
Upper Dublin 4-3,Provisional,DONALD J TRUMP(REP),****
Upper Dublin 4-3,Total,KAMALA D HARRIS(DEM),619
Upper Dublin 4-3,Total,DONALD J TRUMP(REP),273
Upper Dublin 5-1,Election Day,KAMALA D HARRIS(DEM),****
Upper Dublin 5-1,Election Day,DONALD J TRUMP(REP),****
Upper Dublin 5-1,Mail-in,KAMALA D HARRIS(DEM),****
Upper Dublin 5-1,Mail-in,DONALD J TRUMP(REP),****
Upper Dublin 5-1,Provisional,KAMALA D HARRIS(DEM),****
Upper Dublin 5-1,Provisional,DONALD J TRUMP(REP),****
Upper Dublin 5-1,Total,KAMALA D HARRIS(DEM),573
Upper Dublin 5-1,Total,DONALD J TRUMP(REP),264
Upper Dublin 5-2,Election Day,KAMALA D HARRIS(DEM),420
Upper Dublin 5-2,Election Day,DONALD J TRUMP(REP),237
Upper Dublin 5-2,Mail-in,KAMALA D HARRIS(DEM),289
Upper Dublin 5-2,Mail-in,DONALD J TRUMP(REP),66
Upper Dublin 5-2,Provisional,KAMALA D HARRIS(DEM),11
Upper Dublin 5-2,Provisional,DONALD J TRUMP(REP),6
Upper Dublin 5-2,Total,KAMALA D HARRIS(DEM),720
Upper Dublin 5-2,Total,DONALD J TRUMP(REP),309
Upper Dublin 5-3,Election Day,KAMALA D HARRIS(DEM),****
Upper Dublin 5-3,Election Day,DONALD J TRUMP(REP),****
Upper Dublin 5-3,Mail-in,KAMALA D HARRIS(DEM),****
Upper Dublin 5-3,Mail-in,DONALD J TRUMP(REP),****
Upper Dublin 5-3,Provisional,KAMALA D HARRIS(DEM),****
Upper Dublin 5-3,Provisional,DONALD J TRUMP(REP),****
Upper Dublin 5-3,Total,KAMALA D HARRIS(DEM),732
Upper Dublin 5-3,Total,DONALD J TRUMP(REP),285
Upper Dublin 6-1,Election Day,KAMALA D HARRIS(DEM),584
Upper Dublin 6-1,Election Day,DONALD J TRUMP(REP),362
Upper Dublin 6-1,Mail-in,KAMALA D HARRIS(DEM),422
Upper Dublin 6-1,Mail-in,DONALD J TRUMP(REP),96
Upper Dublin 6-1,Provisional,KAMALA D HARRIS(DEM),11
Upper Dublin 6-1,Provisional,DONALD J TRUMP(REP),1
Upper Dublin 6-1,Total,KAMALA D HARRIS(DEM),"1,017"
Upper Dublin 6-1,Total,DONALD J TRUMP(REP),459
Upper Dublin 6-2,Election Day,KAMALA D HARRIS(DEM),****
Upper Dublin 6-2,Election Day,DONALD J TRUMP(REP),****
Upper Dublin 6-2,Mail-in,KAMALA D HARRIS(DEM),****
Upper Dublin 6-2,Mail-in,DONALD J TRUMP(REP),****
Upper Dublin 6-2,Provisional,KAMALA D HARRIS(DEM),****
Upper Dublin 6-2,Provisional,DONALD J TRUMP(REP),****
Upper Dublin 6-2,Total,KAMALA D HARRIS(DEM),616
Upper Dublin 6-2,Total,DONALD J TRUMP(REP),369
