precinct,method,candidate,votes
Upper Moreland 7-2,Election Day,Susan Maude BuchserQualified Write In,****
Upper Moreland 7-2,Election Day,Paul Vincent CataneseQualified Write In,****
Upper Moreland 7-2,Election Day,Patrick ChristianQualified Write In,****
Upper Moreland 7-2,Election Day,John E. DiazQualified Write In,****
Upper Moreland 7-2,Election Day,Angela DwyerQualified Write In,****
Upper Moreland 7-2,Election Day,Chris FranklinQualified Write In,****
Upper Moreland 7-2,Election Day,Jimmy GilesQualified Write In,****
Upper Moreland 7-2,Mail-in,Susan Maude BuchserQualified Write In,****
Upper Moreland 7-2,Mail-in,Paul Vincent CataneseQualified Write In,****
Upper Moreland 7-2,Mail-in,Patrick ChristianQualified Write In,****
Upper Moreland 7-2,Mail-in,John E. DiazQualified Write In,****
Upper Moreland 7-2,Mail-in,Angela DwyerQualified Write In,****
Upper Moreland 7-2,Mail-in,Chris FranklinQualified Write In,****
Upper Moreland 7-2,Mail-in,Jimmy GilesQualified Write In,****
Upper Moreland 7-2,Provisional,Susan Maude BuchserQualified Write In,****
Upper Moreland 7-2,Provisional,Paul Vincent CataneseQualified Write In,****
Upper Moreland 7-2,Provisional,Patrick ChristianQualified Write In,****
Upper Moreland 7-2,Provisional,John E. DiazQualified Write In,****
Upper Moreland 7-2,Provisional,Angela DwyerQualified Write In,****
Upper Moreland 7-2,Provisional,Chris FranklinQualified Write In,****
Upper Moreland 7-2,Provisional,Jimmy GilesQualified Write In,****
Upper Moreland 7-2,Total,Susan Maude BuchserQualified Write In,0
Upper Moreland 7-2,Total,Paul Vincent CataneseQualified Write In,0
Upper Moreland 7-2,Total,Patrick ChristianQualified Write In,0
Upper Moreland 7-2,Total,John E. DiazQualified Write In,0
Upper Moreland 7-2,Total,Angela DwyerQualified Write In,0
Upper Moreland 7-2,Total,Chris FranklinQualified Write In,0
Upper Moreland 7-2,Total,Jimmy GilesQualified Write In,0
Upper Pottsgrove,Election Day,Susan Maude BuchserQualified Write In,0
Upper Pottsgrove,Election Day,Paul Vincent CataneseQualified Write In,0
Upper Pottsgrove,Election Day,Patrick ChristianQualified Write In,0
Upper Pottsgrove,Election Day,John E. DiazQualified Write In,0
Upper Pottsgrove,Election Day,Angela DwyerQualified Write In,0
Upper Pottsgrove,Election Day,Chris FranklinQualified Write In,0
Upper Pottsgrove,Election Day,Jimmy GilesQualified Write In,0
Upper Pottsgrove,Mail-in,Susan Maude BuchserQualified Write In,0
Upper Pottsgrove,Mail-in,Paul Vincent CataneseQualified Write In,0
Upper Pottsgrove,Mail-in,Patrick ChristianQualified Write In,0
Upper Pottsgrove,Mail-in,John E. DiazQualified Write In,0
Upper Pottsgrove,Mail-in,Angela DwyerQualified Write In,0
Upper Pottsgrove,Mail-in,Chris FranklinQualified Write In,0
Upper Pottsgrove,Mail-in,Jimmy GilesQualified Write In,0
Upper Pottsgrove,Provisional,Susan Maude BuchserQualified Write In,0
Upper Pottsgrove,Provisional,Paul Vincent CataneseQualified Write In,0
Upper Pottsgrove,Provisional,Patrick ChristianQualified Write In,0
Upper Pottsgrove,Provisional,John E. DiazQualified Write In,0
Upper Pottsgrove,Provisional,Angela DwyerQualified Write In,0
Upper Pottsgrove,Provisional,Chris FranklinQualified Write In,0
Upper Pottsgrove,Provisional,Jimmy GilesQualified Write In,0
Upper Pottsgrove,Total,Susan Maude BuchserQualified Write In,0
Upper Pottsgrove,Total,Paul Vincent CataneseQualified Write In,0
Upper Pottsgrove,Total,Patrick ChristianQualified Write In,0
Upper Pottsgrove,Total,John E. DiazQualified Write In,0
Upper Pottsgrove,Total,Angela DwyerQualified Write In,0
Upper Pottsgrove,Total,Chris FranklinQualified Write In,0
Upper Pottsgrove,Total,Jimmy GilesQualified Write In,0
Upper Providence Mingo 1,Election Day,Susan Maude BuchserQualified Write In,0
Upper Providence Mingo 1,Election Day,Paul Vincent CataneseQualified Write In,0
Upper Providence Mingo 1,Election Day,Patrick ChristianQualified Write In,0
Upper Providence Mingo 1,Election Day,John E. DiazQualified Write In,0
Upper Providence Mingo 1,Election Day,Angela DwyerQualified Write In,0
Upper Providence Mingo 1,Election Day,Chris FranklinQualified Write In,0
Upper Providence Mingo 1,Election Day,Jimmy GilesQualified Write In,0
Upper Providence Mingo 1,Mail-in,Susan Maude BuchserQualified Write In,0
Upper Providence Mingo 1,Mail-in,Paul Vincent CataneseQualified Write In,0
Upper Providence Mingo 1,Mail-in,Patrick ChristianQualified Write In,0
Upper Providence Mingo 1,Mail-in,John E. DiazQualified Write In,0
