precinct,method,candidate,votes
Lower Moreland 5,Election Day,KAMALA D HARRIS(DEM),385
Lower Moreland 5,Election Day,DONALD J TRUMP(REP),620
Lower Moreland 5,Mail-in,KAMALA D HARRIS(DEM),318
Lower Moreland 5,Mail-in,DONALD J TRUMP(REP),171
Lower Moreland 5,Provisional,KAMALA D HARRIS(DEM),5
Lower Moreland 5,Provisional,DONALD J TRUMP(REP),12
Lower Moreland 5,Total,KAMALA D HARRIS(DEM),708
Lower Moreland 5,Total,DONALD J TRUMP(REP),803
Lower Moreland 6,Election Day,KAMALA D HARRIS(DEM),****
Lower Moreland 6,Election Day,DONALD J TRUMP(REP),****
Lower Moreland 6,Mail-in,KAMALA D HARRIS(DEM),****
Lower Moreland 6,Mail-in,DONALD J TRUMP(REP),****
Lower Moreland 6,Provisional,KAMALA D HARRIS(DEM),****
Lower Moreland 6,Provisional,DONALD J TRUMP(REP),****
Lower Moreland 6,Total,KAMALA D HARRIS(DEM),683
Lower Moreland 6,Total,DONALD J TRUMP(REP),623
Lower Pottsgrove 1,Election Day,KAMALA D HARRIS(DEM),****
Lower Pottsgrove 1,Election Day,DONALD J TRUMP(REP),****
Lower Pottsgrove 1,Mail-in,KAMALA D HARRIS(DEM),****
Lower Pottsgrove 1,Mail-in,DONALD J TRUMP(REP),****
Lower Pottsgrove 1,Provisional,KAMALA D HARRIS(DEM),****
Lower Pottsgrove 1,Provisional,DONALD J TRUMP(REP),****
Lower Pottsgrove 1,Total,KAMALA D HARRIS(DEM),620
Lower Pottsgrove 1,Total,DONALD J TRUMP(REP),722
Lower Pottsgrove 2,Election Day,KAMALA D HARRIS(DEM),753
Lower Pottsgrove 2,Election Day,DONALD J TRUMP(REP),972
Lower Pottsgrove 2,Mail-in,KAMALA D HARRIS(DEM),744
Lower Pottsgrove 2,Mail-in,DONALD J TRUMP(REP),331
Lower Pottsgrove 2,Provisional,KAMALA D HARRIS(DEM),28
Lower Pottsgrove 2,Provisional,DONALD J TRUMP(REP),17
Lower Pottsgrove 2,Total,KAMALA D HARRIS(DEM),"1,525"
Lower Pottsgrove 2,Total,DONALD J TRUMP(REP),"1,320"
Lower Pottsgrove 3,Election Day,KAMALA D HARRIS(DEM),499
Lower Pottsgrove 3,Election Day,DONALD J TRUMP(REP),534
Lower Pottsgrove 3,Mail-in,KAMALA D HARRIS(DEM),244
Lower Pottsgrove 3,Mail-in,DONALD J TRUMP(REP),112
Lower Pottsgrove 3,Provisional,KAMALA D HARRIS(DEM),11
Lower Pottsgrove 3,Provisional,DONALD J TRUMP(REP),3
Lower Pottsgrove 3,Total,KAMALA D HARRIS(DEM),754
Lower Pottsgrove 3,Total,DONALD J TRUMP(REP),649
Lower Pottsgrove 4,Election Day,KAMALA D HARRIS(DEM),608
Lower Pottsgrove 4,Election Day,DONALD J TRUMP(REP),641
Lower Pottsgrove 4,Mail-in,KAMALA D HARRIS(DEM),414
Lower Pottsgrove 4,Mail-in,DONALD J TRUMP(REP),208
Lower Pottsgrove 4,Provisional,KAMALA D HARRIS(DEM),15
Lower Pottsgrove 4,Provisional,DONALD J TRUMP(REP),11
Lower Pottsgrove 4,Total,KAMALA D HARRIS(DEM),"1,037"
Lower Pottsgrove 4,Total,DONALD J TRUMP(REP),860
