precinct,method,candidate,votes
Pottstown 2-2,Election Day,KAMALA D HARRIS(DEM),****
Pottstown 2-2,Election Day,DONALD J TRUMP(REP),****
Pottstown 2-2,Mail-in,KAMALA D HARRIS(DEM),****
Pottstown 2-2,Mail-in,DONALD J TRUMP(REP),****
Pottstown 2-2,Provisional,KAMALA D HARRIS(DEM),****
Pottstown 2-2,Provisional,DONALD J TRUMP(REP),****
Pottstown 2-2,Total,KAMALA D HARRIS(DEM),455
Pottstown 2-2,Total,DONALD J TRUMP(REP),273
Pottstown 3,Election Day,KAMALA D HARRIS(DEM),590
Pottstown 3,Election Day,DONALD J TRUMP(REP),489
Pottstown 3,Mail-in,KAMALA D HARRIS(DEM),350
Pottstown 3,Mail-in,DONALD J TRUMP(REP),114
Pottstown 3,Provisional,KAMALA D HARRIS(DEM),0
Pottstown 3,Provisional,DONALD J TRUMP(REP),0
Pottstown 3,Total,KAMALA D HARRIS(DEM),940
Pottstown 3,Total,DONALD J TRUMP(REP),603
Pottstown 4,Election Day,KAMALA D HARRIS(DEM),528
Pottstown 4,Election Day,DONALD J TRUMP(REP),513
Pottstown 4,Mail-in,KAMALA D HARRIS(DEM),296
Pottstown 4,Mail-in,DONALD J TRUMP(REP),132
Pottstown 4,Provisional,KAMALA D HARRIS(DEM),8
Pottstown 4,Provisional,DONALD J TRUMP(REP),5
Pottstown 4,Total,KAMALA D HARRIS(DEM),832
Pottstown 4,Total,DONALD J TRUMP(REP),650
Pottstown 5,Election Day,KAMALA D HARRIS(DEM),556
Pottstown 5,Election Day,DONALD J TRUMP(REP),440
Pottstown 5,Mail-in,KAMALA D HARRIS(DEM),272
Pottstown 5,Mail-in,DONALD J TRUMP(REP),102
Pottstown 5,Provisional,KAMALA D HARRIS(DEM),10
Pottstown 5,Provisional,DONALD J TRUMP(REP),5
Pottstown 5,Total,KAMALA D HARRIS(DEM),838
Pottstown 5,Total,DONALD J TRUMP(REP),547
Pottstown 6,Election Day,KAMALA D HARRIS(DEM),627
Pottstown 6,Election Day,DONALD J TRUMP(REP),560
Pottstown 6,Mail-in,KAMALA D HARRIS(DEM),327
Pottstown 6,Mail-in,DONALD J TRUMP(REP),83
Pottstown 6,Provisional,KAMALA D HARRIS(DEM),0
Pottstown 6,Provisional,DONALD J TRUMP(REP),0
Pottstown 6,Total,KAMALA D HARRIS(DEM),954
Pottstown 6,Total,DONALD J TRUMP(REP),643
Pottstown 7-1,Election Day,KAMALA D HARRIS(DEM),525
Pottstown 7-1,Election Day,DONALD J TRUMP(REP),196
Pottstown 7-1,Mail-in,KAMALA D HARRIS(DEM),200
Pottstown 7-1,Mail-in,DONALD J TRUMP(REP),36
Pottstown 7-1,Provisional,KAMALA D HARRIS(DEM),10
Pottstown 7-1,Provisional,DONALD J TRUMP(REP),7
Pottstown 7-1,Total,KAMALA D HARRIS(DEM),735
Pottstown 7-1,Total,DONALD J TRUMP(REP),239
