precinct,method,candidate,votes
Lower Merion 5-3,Election Day,MARY GAY SCANLON(DEM),****
Lower Merion 5-3,Election Day,ALFEIA GOODWIN(REP),****
Lower Merion 5-3,Mail-in,MARY GAY SCANLON(DEM),****
Lower Merion 5-3,Mail-in,ALFEIA GOODWIN(REP),****
Lower Merion 5-3,Provisional,MARY GAY SCANLON(DEM),****
Lower Merion 5-3,Provisional,ALFEIA GOODWIN(REP),****
Lower Merion 5-3,Total,MARY GAY SCANLON(DEM),"1,014"
Lower Merion 5-3,Total,ALFEIA GOODWIN(REP),289
Lower Merion 6-1,Election Day,MARY GAY SCANLON(DEM),****
Lower Merion 6-1,Election Day,ALFEIA GOODWIN(REP),****
Lower Merion 6-1,Mail-in,MARY GAY SCANLON(DEM),****
Lower Merion 6-1,Mail-in,ALFEIA GOODWIN(REP),****
Lower Merion 6-1,Provisional,MARY GAY SCANLON(DEM),****
Lower Merion 6-1,Provisional,ALFEIA GOODWIN(REP),****
Lower Merion 6-1,Total,MARY GAY SCANLON(DEM),610
Lower Merion 6-1,Total,ALFEIA GOODWIN(REP),277
Lower Merion 6-2,Election Day,MARY GAY SCANLON(DEM),389
Lower Merion 6-2,Election Day,ALFEIA GOODWIN(REP),204
Lower Merion 6-2,Mail-in,MARY GAY SCANLON(DEM),308
Lower Merion 6-2,Mail-in,ALFEIA GOODWIN(REP),108
Lower Merion 6-2,Provisional,MARY GAY SCANLON(DEM),9
Lower Merion 6-2,Provisional,ALFEIA GOODWIN(REP),3
Lower Merion 6-2,Total,MARY GAY SCANLON(DEM),706
Lower Merion 6-2,Total,ALFEIA GOODWIN(REP),315
Lower Merion 7-1,Election Day,MARY GAY SCANLON(DEM),****
Lower Merion 7-1,Election Day,ALFEIA GOODWIN(REP),****
Lower Merion 7-1,Mail-in,MARY GAY SCANLON(DEM),****
Lower Merion 7-1,Mail-in,ALFEIA GOODWIN(REP),****
Lower Merion 7-1,Provisional,MARY GAY SCANLON(DEM),****
Lower Merion 7-1,Provisional,ALFEIA GOODWIN(REP),****
Lower Merion 7-1,Total,MARY GAY SCANLON(DEM),821
Lower Merion 7-1,Total,ALFEIA GOODWIN(REP),169
Lower Merion 7-2,Election Day,MARY GAY SCANLON(DEM),****
Lower Merion 7-2,Election Day,ALFEIA GOODWIN(REP),****
Lower Merion 7-2,Mail-in,MARY GAY SCANLON(DEM),****
Lower Merion 7-2,Mail-in,ALFEIA GOODWIN(REP),****
Lower Merion 7-2,Provisional,MARY GAY SCANLON(DEM),****
Lower Merion 7-2,Provisional,ALFEIA GOODWIN(REP),****
Lower Merion 7-2,Total,MARY GAY SCANLON(DEM),825
Lower Merion 7-2,Total,ALFEIA GOODWIN(REP),156
Lower Merion 7-3,Election Day,MARY GAY SCANLON(DEM),****
Lower Merion 7-3,Election Day,ALFEIA GOODWIN(REP),****
Lower Merion 7-3,Mail-in,MARY GAY SCANLON(DEM),****
Lower Merion 7-3,Mail-in,ALFEIA GOODWIN(REP),****
Lower Merion 7-3,Provisional,MARY GAY SCANLON(DEM),****
Lower Merion 7-3,Provisional,ALFEIA GOODWIN(REP),****
Lower Merion 7-3,Total,MARY GAY SCANLON(DEM),975
Lower Merion 7-3,Total,ALFEIA GOODWIN(REP),235
